Item,Time (s),Image,Intensity (Cnt/s),DLS Temp (C),Radius (nm),Amplitude,%PD,Mw-R (kDa),Baseline,SOS,Measurement ID,Well,Normalized Intensity (Cnt/s),Number Acqs,Number Unmarked Acqs,Number Marked Acqs,Acq Time (s),Solvent,Rfr Idx @ 589nm & 20C,Viscosity (cP),Temp Model,Time Stamp,Laser Power (%)
B2,5.1e+02,View,114982,25.0,71.1,0.036,Multimodal,72527.0,1.047,10.407,14,B2,1149824,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:18:19,10.0
B3,5.4e+02,View,340874,25.0,55.8,0.030,53.9,41077.0,1.010,4.009,15,B3,3408743,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:18:57,10.0
B4,5.8e+02,View,100978,25.0,87.1,0.034,Multimodal,116662.8,1.078,22.924,16,B4,1009779,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:19:36,10.0
B5,6.2e+02,View,127907,25.0,0.3,0.013,Multimodal,0.3,1.008,38.043,17,B5,1279073,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:20:14,10.0
B6,6.6e+02,View,135585,25.0,61.1,0.013,Multimodal,50855.4,1.002,7.268,18,B6,1355854,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:20:52,10.0
B7,7e+02,View,127111,25.0,0.4,0.008,Multimodal,0.4,1.002,13.840,19,B7,1271113,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:21:31,10.0
B8,7.4e+02,View,90316,25.0,--,0.000,--,--,1.000,10000000.000,20,B8,903162,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:22:10,10.0
B9,7.8e+02,View,172102,25.0,753.6,0.242,Multimodal,18157450.4,1.062,88.001,21,B9,1721020,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:22:49,10.0
B10,8.2e+02,View,122821,25.0,--,0.000,--,--,1.000,10000000.000,22,B10,1228211,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:23:32,10.0
B11,8.6e+02,View,91002,25.0,--,0.000,--,--,1.000,10000000.000,23,B11,910021,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:24:14,10.0
B12,9.1e+02,View,302734,25.0,23.8,0.048,Multimodal,5576.1,1.001,121.594,24,B12,3027336,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:25:04,10.0
C1,9.7e+02,View,378473,25.0,26.8,0.021,0.0,7418.6,1.000,3.864,25,C1,3784726,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:26:03,10.0
C2,1e+03,View,217246,25.0,33.5,0.052,0.0,12501.1,1.000,11.114,26,C2,2172455,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:26:41,10.0
C3 (Incomplete),1e+03,View,--,--,--,--,--,--,--,--,27,C3,--,1,1,0,5.0,Water,1.333,--,Aqueous,11:27:19,0.3
C4,1.1e+03,View,5263896,25.0,275.8,0.375,0.0,1728874.3,0.974,14622.487,28,C4,52638960,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:27:37,10.0
C5,1.1e+03,View,455582,25.0,97.9,0.166,0.0,153283.8,1.020,146.388,29,C5,4555822,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:28:15,10.0
C6,1.1e+03,View,1537072,25.0,44.4,0.005,Multimodal,24141.2,1.000,0.073,30,C6,15370722,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:28:55,10.0
C7,1.2e+03,View,1365943,25.0,67.3,0.010,Multimodal,63814.4,1.001,0.831,31,C7,13659429,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:29:34,10.0
C8,1.2e+03,View,15948226,25.0,249.6,0.031,0.0,1367908.2,0.998,142.740,32,C8,159482256,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:30:12,10.0
C9,1.3e+03,View,552810,25.0,288.0,0.442,0.0,1912409.7,0.992,15108.422,33,C9,5528101,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:30:51,10.0
C10,1.3e+03,View,410889,25.0,318.4,0.530,0.0,2418463.1,0.938,47052.363,34,C10,4108886,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:31:30,10.0
C11,1.3e+03,View,390702,25.0,108.1,0.148,7.5,193294.0,1.000,364.728,35,C11,3907018,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:32:08,10.0
C12,1.4e+03,View,833786,25.0,322.7,0.538,0.0,2496297.0,0.923,44787.315,36,C12,8337862,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:32:47,10.0
D1,1.4e+03,View,110660,25.0,86.7,0.020,34.6,115156.7,1.000,13.684,37,D1,1106600,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:33:33,10.0
D2,1.5e+03,View,134723,25.0,66.6,0.033,34.5,62120.2,1.006,12.374,38,D2,1347231,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:34:11,10.0
D3,1.5e+03,View,363993,25.0,45.5,0.035,43.4,25554.9,1.000,5.228,39,D3,3639928,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:34:50,10.0
D4,1.5e+03,View,244821,25.0,1.4,0.005,Multimodal,7.7,1.000,16.531,40,D4,2448211,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:35:28,10.0
D5,1.6e+03,View,1650194,25.0,27.9,0.020,0.0,8108.4,1.000,2.721,41,D5,16501941,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:36:07,10.0
D6,1.6e+03,View,151172,25.0,0.7,0.006,Multimodal,1.4,1.001,12.487,42,D6,1511721,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:36:45,10.0
D7,1.7e+03,View,91605,25.0,0.8,0.005,Multimodal,1.8,1.003,15.527,43,D7,916053,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:37:24,10.0
D8,1.7e+03,View,179381,25.0,0.7,0.002,Multimodal,1.3,1.003,33.863,44,D8,1793811,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:38:02,10.0
D9,1.7e+03,View,119621,25.0,0.3,-0.001,29.2,0.2,1.008,26.167,45,D9,1196214,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:38:40,10.0
D10,1.8e+03,View,114915,25.0,1.1,0.005,Multimodal,4.4,1.000,8.862,46,D10,1149152,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:39:18,10.0
D11,1.8e+03,View,75554,25.0,0.6,0.021,Multimodal,1.1,1.020,85.360,47,D11,755541,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:39:57,10.0
D12,1.8e+03,View,75449,25.0,--,0.000,--,--,1.000,10000000.000,48,D12,754494,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:40:35,10.0
E1,1.9e+03,View,197369,25.0,32.3,0.030,12.3,11474.0,1.007,7.404,49,E1,1973688,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:41:22,10.0
E2,1.9e+03,View,153651,25.0,39.5,0.040,Multimodal,18290.3,1.033,9.627,50,E2,1536512,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:42:00,10.0
E3,2e+03,View,151759,25.0,42.2,0.027,Multimodal,21426.2,1.139,23.483,51,E3,1517586,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:42:38,10.0
E4 (Incomplete),2e+03,View,199787,25.0,46.5,0.020,Multimodal,26812.9,1.003,4.756,52,E4,1997870,4,4,0,5.0,Water,1.333,0.89,Aqueous,11:43:20,10.0
E5,2.1e+03,View,203593,25.0,31.0,0.018,36.2,10382.8,1.000,4.204,53,E5,2035929,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:45:39,10.0
E6,2.2e+03,View,751445,25.0,30.3,0.013,0.0,9834.8,1.000,0.842,54,E6,7514450,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:46:32,10.0
E7,2.2e+03,View,269899,25.0,31.8,0.074,0.0,11031.9,1.001,54.055,55,E7,2698994,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:47:21,10.0
E8,2.3e+03,View,175439,25.0,0.5,0.014,Multimodal,0.7,1.008,56.531,56,E8,1754390,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:47:59,10.0
E9,2.3e+03,View,86186,25.0,7.9,0.010,Multimodal,424.6,1.001,31.863,57,E9,861859,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:48:37,10.0
E10,2.4e+03,View,87258,25.0,0.6,0.008,Multimodal,0.9,1.001,36.892,58,E10,872583,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:49:15,10.0
E11,2.4e+03,View,325226,25.0,3.8,0.006,Multimodal,77.4,1.001,4.843,59,E11,3252258,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:49:53,10.0
E12,2.4e+03,View,62360,25.0,0.8,0.016,Multimodal,1.8,1.002,58.178,60,E12,623603,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:50:38,10.0
F1,2.5e+03,View,57599,25.0,0.4,0.012,Multimodal,0.5,1.004,50.476,61,F1,575988,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:51:24,10.0
F2,2.6e+03,View,64613,25.0,625.3,0.055,Multimodal,11733599.6,1.039,42.235,62,F2,646127,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:52:32,10.0
F3,2.6e+03,View,65723,25.0,0.4,0.026,Multimodal,0.4,1.004,43.994,63,F3,657231,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:53:24,10.0
F4,2.7e+03,View,107024,25.0,0.6,0.005,Multimodal,0.8,1.001,22.344,64,F4,1070244,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:54:21,10.0
F5,2.7e+03,View,220172,25.0,1.2,0.008,Multimodal,5.0,1.002,9.427,65,F5,2201719,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:54:59,10.0
F6,2.7e+03,View,130719,25.0,121.3,0.019,48.9,252725.2,1.006,7.830,66,F6,1307188,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:55:37,10.0
F7,2.8e+03,View,815849,25.0,0.3,-0.000,29.2,0.2,1.000,0.780,67,F7,8158486,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:56:16,10.0
F8,2.8e+03,View,212161,25.0,0.5,0.003,Multimodal,0.7,1.031,45.849,68,F8,2121605,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:56:54,10.0
F9,2.9e+03,View,65075,25.0,1.4,0.009,Multimodal,7.3,1.002,42.604,69,F9,650753,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:57:33,10.0
F10,2.9e+03,View,172546,25.0,0.6,0.007,Multimodal,1.1,1.001,13.566,70,F10,1725462,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:58:12,10.0
F11,2.9e+03,View,347955,25.0,33.6,0.032,0.0,12530.7,1.000,8.755,71,F11,3479554,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:58:51,10.0
F12,3e+03,View,107865,25.0,239.3,0.047,0.0,1239545.4,0.998,71.278,72,F12,1078654,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:59:29,10.0
G1,3e+03,View,91355,25.0,2.8,0.011,Multimodal,38.0,1.004,33.985,73,G1,913553,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:00:15,10.0
G2,3.1e+03,View,58052,25.0,0.3,-0.002,35.2,0.2,1.003,60.282,74,G2,580515,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:00:54,10.0
G3,3.1e+03,View,146397,25.0,46.2,0.010,Multimodal,26495.8,1.000,4.530,75,G3,1463974,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:01:33,10.0
G4,3.1e+03,View,80052,25.0,2.9,0.008,Multimodal,39.6,1.002,31.882,76,G4,800523,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:02:11,10.0
G5,3.2e+03,View,171435,25.0,0.5,0.010,Multimodal,0.5,1.001,5.507,77,G5,1714353,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:02:49,10.0
G6,3.2e+03,View,68695,25.0,2.1,0.009,Multimodal,19.3,1.003,38.482,78,G6,686950,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:03:28,10.0
G7,3.3e+03,View,106265,25.0,346.8,0.073,36.0,2953817.9,1.058,15.908,79,G7,1062646,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:04:06,10.0
G8,3.3e+03,View,146469,25.0,0.6,0.005,Multimodal,0.9,1.000,10.097,80,G8,1464695,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:04:44,10.0
G9,3.3e+03,View,121393,25.0,0.6,0.005,Multimodal,0.9,1.006,43.571,81,G9,1213932,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:05:22,10.0
G10,3.4e+03,View,72910,25.0,0.5,0.013,Multimodal,0.6,1.024,414.245,82,G10,729101,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:06:01,10.0
G11,3.4e+03,View,65988,25.0,1.0,0.012,Multimodal,3.5,1.001,24.579,83,G11,659881,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:06:39,10.0
G12,3.4e+03,View,50681,25.0,0.6,0.005,Multimodal,0.9,1.004,68.388,84,G12,506811,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:07:18,10.0
H1,3.5e+03,View,60255,25.0,1.4,0.016,Multimodal,7.6,1.006,59.023,85,H1,602551,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:08:04,10.0
H2,3.5e+03,View,48984,25.0,--,0.000,--,--,1.000,10000000.000,86,H2,489837,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:08:42,10.0
H3,3.6e+03,View,51312,25.0,--,0.000,--,--,1.000,10000000.000,87,H3,513116,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:09:20,10.0
H4,3.6e+03,View,63238,25.0,0.3,-0.008,29.2,0.2,1.000,44.067,88,H4,632382,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:09:59,10.0
H5,3.6e+03,View,66265,25.0,0.3,-0.003,29.2,0.2,1.002,68.017,89,H5,662647,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:10:38,10.0
H6,3.7e+03,View,56806,25.0,0.6,0.014,Multimodal,1.1,1.018,35.652,90,H6,568058,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:11:17,10.0
H7,3.7e+03,View,72425,25.0,0.5,0.010,Multimodal,0.6,1.004,49.514,91,H7,724249,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:11:55,10.0
H8,3.8e+03,View,109131,25.0,0.3,0.021,54.1,0.2,1.003,20.763,92,H8,1091311,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:12:34,10.0
H9,3.8e+03,View,56816,25.0,--,0.000,--,--,1.000,10000000.000,93,H9,568156,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:13:12,10.0
H10,3.8e+03,View,71886,25.0,3.6,0.009,Multimodal,66.2,1.002,34.209,94,H10,718857,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:13:51,10.0
H11,3.9e+03,View,47580,25.0,--,0.000,--,--,1.000,10000000.000,95,H11,475804,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:14:30,10.0
H12,3.9e+03,View,97404,25.0,0.5,0.009,Multimodal,0.6,1.002,24.909,96,H12,974042,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:15:08,10.0
