Item,Time (s),Image,Intensity (Cnt/s),DLS Temp (C),Radius (nm),Amplitude,%PD,Mw-R (kDa),Baseline,SOS,Measurement ID,Well,Normalized Intensity (Cnt/s),Number Acqs,Number Unmarked Acqs,Number Marked Acqs,Acq Time (s),Solvent,Rfr Idx @ 589nm & 20C,Viscosity (cP),Temp Model,Time Stamp,Laser Power (%)
B9,8.3e+03,View,312374,25.0,286.3,0.489,0.0,1886436.8,0.957,26189.970,23,B9,3123740,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:36:52,10.0
B10,8.3e+03,View,71854,25.0,0.6,0.019,Multimodal,1.0,1.004,359.959,24,B10,718536,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:37:31,10.0
B11,8.4e+03,View,61120,25.0,--,0.000,--,--,1.000,10000000.000,25,B11,611195,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:38:11,10.0
B12,8.4e+03,View,114615,25.0,0.4,0.010,53.0,0.5,1.001,10.909,26,B12,1146147,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:38:50,10.0
C1 (Incomplete),8.5e+03,View,--,--,--,--,--,--,--,--,27,C1,--,1,1,0,5.0,Water,1.333,--,Aqueous,13:39:36,4.3
C2,8.5e+03,View,68443,25.0,--,0.000,--,--,1.000,10000000.000,28,C2,684425,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:39:56,10.0
C3,8.5e+03,View,76123,25.0,0.7,0.001,Multimodal,1.5,1.002,60.724,29,C3,761231,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:40:35,10.0
C4,8.5e+03,View,104952,25.0,0.8,0.006,Multimodal,1.8,1.001,12.230,30,C4,1049522,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:41:14,10.0
C5,8.6e+03,View,102039,25.0,1.2,0.002,Multimodal,4.8,1.000,24.928,31,C5,1020385,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:41:52,10.0
C6,8.6e+03,View,65005,25.0,--,0.000,--,--,1.000,10000000.000,32,C6,650054,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:42:31,10.0
C7,8.7e+03,View,71481,25.0,--,0.000,--,--,1.000,10000000.000,33,C7,714809,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:43:09,10.0
C8,8.7e+03,View,109245,25.0,0.4,0.016,39.1,0.3,1.001,19.036,34,C8,1092451,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:43:48,10.0
C9,8.7e+03,View,76863,25.0,--,0.000,--,--,1.000,10000000.000,35,C9,768633,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:44:26,10.0
C10,8.8e+03,View,55138,25.0,--,0.000,--,--,1.000,10000000.000,36,C10,551382,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:45:04,10.0
C11,8.8e+03,View,161705,25.0,12.4,0.013,Multimodal,1221.6,1.000,10.539,37,C11,1617049,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:45:44,10.0
C12,8.9e+03,View,55001,25.0,--,0.000,--,--,1.000,10000000.000,38,C12,550008,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:46:22,10.0
D1,8.9e+03,View,58446,25.0,0.5,0.011,Multimodal,0.5,1.001,27.005,39,D1,584462,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:47:08,10.0
D2,8.9e+03,View,406658,25.0,0.7,0.004,Multimodal,1.4,1.001,2.417,40,D2,4066581,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:47:47,10.0
D3,9e+03,View,68747,25.0,0.6,0.003,Multimodal,1.1,1.000,32.632,41,D3,687475,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:48:24,10.0
D4,9e+03,View,74723,25.0,--,0.000,--,--,1.000,10000000.000,42,D4,747228,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:49:03,10.0
D5,9.1e+03,View,54853,25.0,--,0.000,--,--,1.000,10000000.000,43,D5,548528,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:49:42,10.0
D6,9.1e+03,View,86901,25.0,0.6,0.012,Multimodal,1.1,1.001,26.434,44,D6,869015,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:50:19,10.0
D7,9.1e+03,View,110180,25.0,--,0.000,--,--,1.000,10000000.000,45,D7,1101799,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:50:58,10.0
D8,9.2e+03,View,69772,25.0,--,0.000,--,--,1.000,10000000.000,46,D8,697719,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:51:37,10.0
D9,9.2e+03,View,106035,25.0,2.9,0.012,Multimodal,40.5,1.001,24.483,47,D9,1060352,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:52:15,10.0
D10,9.2e+03,View,53406,25.0,--,0.000,--,--,1.000,10000000.000,48,D10,534056,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:52:53,10.0
D11,9.3e+03,View,78153,25.0,--,0.000,--,--,1.000,10000000.000,49,D11,781526,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:53:31,10.0
D12,9.3e+03,View,86832,25.0,4.0,0.005,Multimodal,87.7,1.001,41.508,50,D12,868316,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:54:10,10.0
E1,9.4e+03,View,95345,25.0,48.3,0.059,Multimodal,29379.0,1.062,26.436,51,E1,953447,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:54:56,10.0
E2,9.4e+03,View,83336,25.0,17.2,0.041,Multimodal,2624.6,1.002,73.034,52,E2,833360,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:55:35,10.0
E3,9.4e+03,View,92722,25.0,57.0,0.033,Multimodal,43210.0,1.016,24.958,53,E3,927216,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:56:14,10.0
E4,9.5e+03,View,97061,25.0,0.3,-0.000,29.2,0.2,1.001,56.096,54,E4,970608,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:56:52,10.0
E5,9.5e+03,View,70522,25.0,1.3,0.017,Multimodal,6.7,1.005,80.157,55,E5,705216,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:57:31,10.0
E6,9.6e+03,View,97043,25.0,3.3,0.017,Multimodal,53.5,1.005,44.348,56,E6,970426,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:58:09,10.0
E7,9.6e+03,View,83347,25.0,24.5,0.012,0.0,6014.1,1.003,24.194,57,E7,833469,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:58:47,10.0
E8,9.6e+03,View,112289,25.0,0.3,-0.015,29.6,0.2,1.001,35.906,58,E8,1122892,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:59:26,10.0
E9,9.7e+03,View,93195,25.0,2.8,0.015,Multimodal,38.5,1.003,46.423,59,E9,931951,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:00:04,10.0
E10,9.7e+03,View,153009,25.0,30.0,0.023,Multimodal,9658.3,1.002,16.042,60,E10,1530086,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:00:43,10.0
E11,9.8e+03,View,61129,25.0,1.1,0.018,Multimodal,4.2,1.004,45.232,61,E11,611286,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:01:22,10.0
E12,9.8e+03,View,69331,25.0,1.0,0.013,Multimodal,3.2,1.002,47.657,62,E12,693314,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:02:01,10.0
F1,9.8e+03,View,51140,25.0,0.5,0.022,Multimodal,0.7,1.012,82.367,63,F1,511396,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:02:47,10.0
F2,9.9e+03,View,287306,25.0,215.3,0.054,0.0,968027.4,0.997,195.122,64,F2,2873060,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:03:26,10.0
F3,9.9e+03,View,82812,25.0,1.4,0.024,Multimodal,7.0,1.004,69.017,65,F3,828117,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:04:05,10.0
F4,1e+04,View,98318,25.0,2.0,0.021,Multimodal,17.7,1.002,47.024,66,F4,983178,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:04:43,10.0
F5,1e+04,View,86134,25.0,0.3,-0.003,29.2,0.2,1.000,32.664,67,F5,861343,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:05:22,10.0
F6,1e+04,View,93146,25.0,--,0.000,--,--,1.000,10000000.000,68,F6,931460,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:06:00,10.0
F7,1e+04,View,89598,25.0,0.5,0.010,Multimodal,0.6,1.002,21.098,69,F7,895980,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:06:38,10.0
F8,1e+04,View,53234,25.0,3.7,0.009,Multimodal,70.4,1.002,62.012,70,F8,532336,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:07:16,10.0
F9,1e+04,View,148241,25.0,0.3,-0.000,29.2,0.2,1.000,18.028,71,F9,1482411,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:07:54,10.0
F10,1e+04,View,86277,25.0,--,0.000,--,--,1.000,10000000.000,72,F10,862775,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:08:34,10.0
F11,1e+04,View,47312,25.0,--,0.000,--,--,1.000,10000000.000,73,F11,473124,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:09:12,10.0
F12,1e+04,View,59016,25.0,--,0.000,--,--,1.000,10000000.000,74,F12,590156,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:09:50,10.0
G1,1e+04,View,69780,25.0,0.4,0.013,Multimodal,0.4,1.003,73.453,75,G1,697799,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:10:37,10.0
G2,1e+04,View,56471,25.0,--,0.000,--,--,1.000,10000000.000,76,G2,564710,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:11:15,10.0
G3,1e+04,View,69588,25.0,0.3,-0.003,29.2,0.2,1.006,123.140,77,G3,695881,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:11:53,10.0
G4,1e+04,View,71452,25.0,26.2,0.019,Multimodal,6985.8,1.010,45.076,78,G4,714520,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:12:31,10.0
G5,1e+04,View,113133,25.0,0.6,0.012,Multimodal,0.9,1.007,72.762,79,G5,1131330,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:13:10,10.0
G6,1.1e+04,View,69620,25.0,0.3,-0.002,29.2,0.2,1.001,44.461,80,G6,696205,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:13:48,10.0
G7,1.1e+04,View,81773,25.0,0.4,0.010,Multimodal,0.4,1.004,26.588,81,G7,817726,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:14:26,10.0
G8,1.1e+04,View,192015,25.0,0.6,0.005,Multimodal,0.9,1.001,5.652,82,G8,1920152,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:15:04,10.0
G9,1.1e+04,View,89078,25.0,--,0.000,--,--,1.000,10000000.000,83,G9,890777,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:15:42,10.0
G10,1.1e+04,View,82169,25.0,0.6,0.005,Multimodal,1.1,1.001,16.841,84,G10,821687,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:16:20,10.0
G11,1.1e+04,View,88451,25.0,0.5,0.011,Multimodal,0.8,1.001,23.524,85,G11,884512,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:16:58,10.0
G12,1.1e+04,View,54898,25.0,--,0.000,--,--,1.000,10000000.000,86,G12,548975,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:17:37,10.0
H1,1.1e+04,View,58581,25.0,0.4,0.015,Multimodal,0.5,1.002,58.049,87,H1,585806,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:18:22,10.0
H2,1.1e+04,View,84854,25.0,63.9,0.026,Multimodal,56393.3,1.000,25.995,88,H2,848541,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:19:01,10.0
H3,1.1e+04,View,83545,25.0,0.5,0.010,Multimodal,0.8,1.001,37.966,89,H3,835448,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:19:39,10.0
H4,1.1e+04,View,61934,25.0,0.6,0.011,Multimodal,0.9,1.009,46.998,90,H4,619335,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:20:17,10.0
H5,1.1e+04,View,44038,25.0,--,0.000,--,--,1.000,10000000.000,91,H5,440382,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:20:56,10.0
H6,1.1e+04,View,55893,25.0,--,0.000,--,--,1.000,10000000.000,92,H6,558926,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:21:35,10.0
H7,1.1e+04,View,60588,25.0,0.6,0.010,Multimodal,1.1,1.004,71.280,93,H7,605881,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:22:13,10.0
H8,1.1e+04,View,58816,25.0,--,0.000,--,--,1.000,10000000.000,94,H8,588164,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:22:52,10.0
H9,1.1e+04,View,85262,25.0,0.6,0.030,Multimodal,1.0,1.094,140.912,95,H9,852623,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:23:30,10.0
H10,1.1e+04,View,43228,25.0,0.6,0.013,Multimodal,1.1,1.003,58.973,96,H10,432283,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:24:09,10.0
H11,1.1e+04,View,56753,25.0,20.8,0.007,Multimodal,4096.3,1.002,42.300,97,H11,567532,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:24:47,10.0
H12,1.1e+04,View,690900,25.0,195.6,0.026,0.0,773867.6,0.999,52.571,98,H12,6909000,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:25:25,10.0
