Item,Time (s),Image,Intensity (Cnt/s),DLS Temp (C),Radius (nm),Amplitude,%PD,Mw-R (kDa),Baseline,SOS,Measurement ID,Well,Normalized Intensity (Cnt/s),Number Acqs,Number Unmarked Acqs,Number Marked Acqs,Acq Time (s),Solvent,Rfr Idx @ 589nm & 20C,Viscosity (cP),Temp Model,Time Stamp,Laser Power (%)
C4,1.1e+03,View,54422,25.0,0.3,0.044,33.1,0.2,1.001,50.878,28,C4,544221,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:15:14,10.0
C5,1.2e+03,View,185663,25.0,257.3,0.115,Multimodal,1469545.0,1.010,8.958,29,C5,1856628,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:15:52,10.0
C6,1.2e+03,View,256701,25.0,471.5,0.232,Multimodal,6062615.5,1.064,94.245,30,C6,2567007,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:16:30,10.0
C7,1.3e+03,View,335135,25.0,369.6,0.138,Multimodal,3428278.4,1.033,40.788,31,C7,3351351,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:17:10,10.0
C8,1.3e+03,View,214705,25.0,248.4,0.123,Multimodal,1352655.5,1.037,27.053,32,C8,2147053,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:17:48,10.0
C9,1.3e+03,View,304876,25.0,280.1,0.070,Multimodal,1791905.8,1.016,12.145,33,C9,3048761,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:18:27,10.0
C10,1.4e+03,View,948725,25.0,303.9,0.180,0.0,2169363.7,0.984,2823.141,34,C10,9487254,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:19:05,10.0
C11,1.4e+03,View,7146966,25.0,332.1,0.533,0.0,2669398.1,0.930,58151.674,35,C11,71469659,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:19:43,10.0
C12,1.5e+03,View,457389,25.0,109.1,0.047,Multimodal,197269.5,1.007,4.320,36,C12,4573886,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:20:21,10.0
D1,1.5e+03,View,129396,25.0,287.9,0.145,Multimodal,1911213.2,1.050,26.915,37,D1,1293955,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:21:07,10.0
D2,1.5e+03,View,131245,25.0,401.6,0.140,Multimodal,4164699.2,1.026,50.222,38,D2,1312454,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:21:45,10.0
D3,1.6e+03,View,155511,25.0,281.7,0.177,Multimodal,1816789.7,1.033,66.193,39,D3,1555106,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:22:23,10.0
D4,1.6e+03,View,111326,25.0,168.4,0.041,Multimodal,545047.6,1.004,12.011,40,D4,1113256,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:23:01,10.0
D5,1.7e+03,View,129504,25.0,113.7,0.044,Multimodal,217314.9,1.006,14.002,41,D5,1295040,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:23:41,10.0
D6,1.7e+03,View,165065,25.0,185.6,0.053,Multimodal,684379.5,1.005,7.674,42,D6,1650653,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:24:20,10.0
D7,1.7e+03,View,164793,25.0,149.2,0.017,47.4,410390.6,1.000,5.187,43,D7,1647926,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:24:58,10.0
D8,1.8e+03,View,240020,25.0,241.2,0.171,0.0,1263627.8,0.991,1200.617,44,D8,2400202,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:25:37,10.0
D9,1.8e+03,View,897646,25.0,294.8,0.254,0.0,2019891.7,0.972,8580.792,45,D9,8976463,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:26:15,10.0
D10,1.8e+03,View,14688689,25.0,308.5,0.140,0.0,2246694.6,0.984,3535.833,46,D10,146886889,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:26:53,10.0
D11,1.9e+03,View,228362,25.0,249.7,0.115,0.0,1370161.6,0.991,1568.809,47,D11,2283618,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:27:31,10.0
D12,1.9e+03,View,412377,25.0,239.7,0.199,0.0,1244583.1,1.000,2571.150,48,D12,4123772,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:28:09,10.0
E1 (Incomplete),2e+03,View,8924184,25.0,2242.6,0.145,Multimodal,232951113.6,1.359,111.881,49,E1,89241842,3,3,0,5.0,Water,1.333,0.89,Aqueous,13:28:56,10.0
E2,2.1e+03,View,263225,25.0,49.6,0.039,0.0,31135.9,1.002,8.221,50,E2,2632252,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:30:59,10.0
E3,2.1e+03,View,73171,25.0,1.1,0.025,Multimodal,3.8,1.004,111.736,51,E3,731705,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:31:37,10.0
E4,2.2e+03,View,133231,25.0,154.3,0.034,9.6,443929.7,1.000,33.505,52,E4,1332308,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:32:16,10.0
E5,2.2e+03,View,183501,25.0,45.6,0.065,Multimodal,25632.8,1.000,28.928,53,E5,1835014,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:32:54,10.0
E6,2.2e+03,View,225675,25.0,29.2,0.025,42.4,9046.9,1.000,4.522,54,E6,2256748,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:33:33,10.0
E7,2.3e+03,View,2239148,25.0,223.2,0.098,Multimodal,1053799.3,1.104,134.525,55,E7,22391478,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:34:11,10.0
E8,2.3e+03,View,448777,25.0,219.0,0.095,0.0,1007375.7,1.012,328.180,56,E8,4487766,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:35:02,10.0
E9,2.4e+03,View,717598,25.0,191.3,0.145,0.0,734538.1,1.006,219.858,57,E9,7175979,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:35:40,10.0
E10 (Incomplete),2.4e+03,View,--,--,--,--,--,--,--,--,58,E10,--,1,1,0,5.0,Water,1.333,--,Aqueous,13:36:41,5.9
E11,2.5e+03,View,9107028,25.0,311.6,0.492,0.0,2299955.6,0.956,35142.465,59,E11,91070279,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:37:03,10.0
E12,2.5e+03,View,3340134,25.0,1865.9,0.617,Multimodal,151492943.9,1.351,1031.744,60,E12,33401340,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:38:06,10.0
F1,2.6e+03,View,5738781,25.0,615.8,0.121,Multimodal,11320304.3,1.253,328.693,61,F1,57387814,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:39:24,10.0
F2,2.7e+03,View,2224103,25.0,2099.1,0.316,Multimodal,199557154.8,1.334,399.384,62,F2,22241029,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:41:03,10.0
F3,2.7e+03,View,532497,25.0,2048.1,0.815,Multimodal,188392872.9,1.728,2844.250,63,F3,5324970,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:41:49,10.0
F4,2.8e+03,View,638923,25.0,4875.1,0.644,Multimodal,1433284675.1,1.534,645.495,64,F4,6389227,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:42:27,10.0
F5,2.8e+03,View,119098,25.0,64.7,0.047,Multimodal,58166.9,1.004,15.981,65,F5,1190983,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:43:14,10.0
F6,2.9e+03,View,139819,25.0,41.5,0.036,Multimodal,20530.0,1.005,25.155,66,F6,1398190,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:43:52,10.0
F7,2.9e+03,View,364277,25.0,308.8,0.258,Multimodal,2251612.0,1.021,245.641,67,F7,3642768,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:44:30,10.0
F8,2.9e+03,View,464711,25.0,214.5,0.162,0.0,959501.9,1.003,756.091,68,F8,4647107,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:45:08,10.0
F9,3e+03,View,160967,25.0,43.5,0.017,Multimodal,22915.0,1.001,12.477,69,F9,1609672,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:45:46,10.0
F10,3e+03,View,3592071,25.0,269.0,0.063,0.0,1631165.0,0.993,540.478,70,F10,35920711,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:46:26,10.0
F11,3.1e+03,View,199174,25.0,243.7,0.380,0.0,1294521.4,0.985,7299.775,71,F11,1991738,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:47:04,10.0
F12,3.1e+03,View,3221346,25.0,317.1,0.351,0.0,2395679.6,0.962,20213.229,72,F12,32213455,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:47:43,10.0
G1,3.1e+03,View,52797,25.0,0.4,0.020,55.4,0.5,1.005,53.724,73,G1,527974,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:48:28,10.0
G2,3.2e+03,View,52618,25.0,--,0.000,--,--,1.000,10000000.000,74,G2,526180,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:49:07,10.0
G3,3.2e+03,View,51696,25.0,--,0.000,--,--,1.000,10000000.000,75,G3,516961,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:49:45,10.0
G4,3.3e+03,View,69513,25.0,--,0.000,--,--,1.000,10000000.000,76,G4,695126,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:50:23,10.0
G5,3.3e+03,View,83701,25.0,0.7,0.014,Multimodal,1.2,1.004,76.149,77,G5,837005,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:51:02,10.0
G6,3.3e+03,View,66968,25.0,0.3,-0.013,29.2,0.2,1.001,68.190,78,G6,669682,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:51:39,10.0
G7,3.4e+03,View,166379,25.0,1299.9,0.576,Multimodal,65032927.7,1.149,144.927,79,G7,1663789,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:52:18,10.0
G8,3.4e+03,View,97254,25.0,256.0,0.092,0.0,1452659.9,0.993,771.762,80,G8,972535,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:52:56,10.0
G9,3.4e+03,View,153891,25.0,234.4,0.313,0.0,1181162.1,0.982,7072.561,81,G9,1538912,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:53:35,10.0
G10,3.5e+03,View,100802,25.0,211.3,0.051,0.0,926577.4,0.999,167.920,82,G10,1008019,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:54:13,10.0
G11,3.5e+03,View,60314,25.0,0.9,0.018,Multimodal,2.6,1.004,61.262,83,G11,603139,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:54:52,10.0
G12,3.6e+03,View,451081,25.0,301.4,0.211,0.0,2127381.3,0.979,4714.609,84,G12,4510813,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:55:30,10.0
H1,3.6e+03,View,55597,25.0,0.6,0.022,Multimodal,1.1,1.003,46.119,85,H1,555967,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:56:17,10.0
H2,3.6e+03,View,60307,25.0,0.7,0.018,Multimodal,1.4,1.004,65.824,86,H2,603073,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:56:56,10.0
H3,3.7e+03,View,68666,25.0,1.0,0.000,Multimodal,3.4,1.000,73.090,87,H3,686664,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:57:34,10.0
H4,3.7e+03,View,91492,25.0,0.9,0.006,Multimodal,2.4,1.001,45.130,88,H4,914922,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:58:13,10.0
H5,3.8e+03,View,78170,25.0,40.3,0.047,0.0,19167.4,1.000,30.673,89,H5,781699,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:58:52,10.0
H6,3.8e+03,View,86158,25.0,101.8,0.027,Multimodal,167768.8,1.088,42.430,90,H6,861577,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:59:30,10.0
H7,3.8e+03,View,118897,25.0,28.0,0.007,0.0,8204.9,1.000,9.033,91,H7,1188965,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:00:09,10.0
H8,3.9e+03,View,194607,25.0,0.5,0.010,Multimodal,0.7,1.001,7.900,92,H8,1946073,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:00:48,10.0
H9,3.9e+03,View,153958,25.0,108.0,0.046,0.0,192937.1,1.002,167.622,93,H9,1539581,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:01:26,10.0
H10,4e+03,View,90495,25.0,211.1,0.053,0.0,924241.0,0.996,115.169,94,H10,904951,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:02:04,10.0
H11,4e+03,View,106153,25.0,173.5,0.062,0.0,584473.6,1.000,53.672,95,H11,1061526,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:02:43,10.0
H12,4e+03,View,174004,25.0,106.4,0.064,Multimodal,186250.2,0.998,202.903,96,H12,1740042,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:03:21,10.0
