Item,Time (s),Image,Intensity (Cnt/s),DLS Temp (C),Radius (nm),Amplitude,%PD,Mw-R (kDa),Baseline,SOS,Measurement ID,Well,Normalized Intensity (Cnt/s),Number Acqs,Number Unmarked Acqs,Number Marked Acqs,Acq Time (s),Solvent,Rfr Idx @ 589nm & 20C,Viscosity (cP),Temp Model,Time Stamp,Laser Power (%)
A12,9.7e+02,View,576121,25.0,1.3,0.004,Multimodal,5.8,1.000,0.839,22,A12,576121,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:07:58,100.0
B1,1e+03,View,724795,25.0,0.9,0.003,Multimodal,2.4,1.001,0.806,23,B1,724795,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:08:47,100.0
B2,1.1e+03,View,956807,25.0,1.1,0.003,Multimodal,4.3,1.001,0.663,24,B2,956807,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:09:29,100.0
B3,1.1e+03,View,2052607,25.0,0.7,0.002,Multimodal,1.3,1.000,0.118,25,B3,2052607,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:10:10,100.0
B4,1.1e+03,View,1008849,25.0,1.3,0.003,Multimodal,5.9,1.000,0.407,26,B4,1008849,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:10:49,100.0
B5,1.2e+03,View,1197383,25.0,141.7,0.011,Multimodal,363678.3,1.048,0.697,27,B5,1197383,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:11:30,100.0
B6,1.2e+03,View,1328480,25.0,37.3,0.002,Multimodal,16053.9,1.001,0.145,28,B6,1328480,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:12:12,100.0
B7,1.3e+03,View,785698,25.0,2.8,0.003,Multimodal,37.6,1.001,0.891,29,B7,785698,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:12:53,100.0
B8,1.3e+03,View,1477989,25.0,145.1,0.008,12.0,384846.2,1.001,0.234,30,B8,1477989,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:13:34,100.0
B9,1.3e+03,View,1122299,25.0,47.7,0.002,Multimodal,28448.4,1.000,0.143,31,B9,1122299,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:14:14,100.0
B10,1.4e+03,View,1617213,25.0,39.0,0.001,Multimodal,17749.0,1.000,0.078,32,B10,1617213,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:14:55,100.0
B11,1.4e+03,View,2847337,25.0,16.3,0.002,0.0,2311.6,1.000,0.099,33,B11,2847337,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:15:37,100.0
B12,1.5e+03,View,875680,25.0,1.7,0.003,Multimodal,11.0,1.000,1.276,34,B12,875680,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:16:18,100.0
C1,1.5e+03,View,5137846,25.0,213.7,0.300,Multimodal,951409.2,1.021,9.086,35,C1,642230355,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:17:06,20.0
C2,1.6e+03,View,3910208,25.0,238.1,0.278,Multimodal,1225722.4,1.027,8.310,36,C2,488775772,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:18:04,20.0
C3,1.6e+03,View,3654535,25.0,318.8,0.283,Multimodal,2426275.9,1.029,20.366,37,C3,243635630,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:18:44,30.0
C4,1.7e+03,View,3135017,25.0,300.1,0.269,Multimodal,2105374.4,1.025,31.300,38,C4,313501632,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:19:30,20.0
C5,1.7e+03,View,4423837,25.0,301.4,0.250,Multimodal,2128044.6,1.024,26.670,39,C5,221191797,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:20:22,40.0
C6 (Incomplete),1.8e+03,View,6259062,25.0,546.5,0.210,Multimodal,8562330.3,1.030,31.140,40,C6,79753586,4,4,0,5.0,Water,1.333,0.89,Aqueous,15:21:20,30.0
C7,1.9e+03,View,4280320,25.0,361.0,0.247,Multimodal,3244105.0,1.043,67.487,41,C7,131702135,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:23:44,65.0
C8 (Incomplete),2e+03,View,6451790,25.0,427.3,0.255,Multimodal,4815189.6,1.046,35.831,42,C8,92168445,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:25:34,100.0
C9,2.2e+03,View,4784827,25.0,371.8,0.179,Multimodal,3476959.4,1.039,76.178,43,C9,47848263,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:27:56,100.0
C10,2.2e+03,View,3921930,25.0,362.9,0.251,Multimodal,3284770.9,1.035,55.341,44,C10,142615614,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:28:52,55.0
C11,2.3e+03,View,4757955,25.0,264.7,0.139,0.0,1570625.9,1.023,900.691,45,C11,237897679,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:30:49,40.0
C12 (Incomplete),2.4e+03,View,2526171,25.0,673.4,0.295,Multimodal,13955683.4,1.065,282.044,46,C12,59439298,3,3,0,5.0,Water,1.333,0.89,Aqueous,15:31:30,85.0
D1,2.5e+03,View,3466943,25.0,564.1,0.281,Multimodal,9222551.5,1.241,71.161,47,D1,3466943,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:34:05,100.0
D2,2.6e+03,View,5344055,25.0,475.9,0.196,Multimodal,6195926.1,1.072,54.159,48,D2,5344055,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:35:27,100.0
D3,2.8e+03,View,5003939,25.0,455.9,0.164,Multimodal,5602220.6,1.047,26.710,49,D3,5003939,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:37:46,100.0
D4,2.8e+03,View,2677591,25.0,334.8,0.157,Multimodal,2721376.5,1.058,25.052,50,D4,2677591,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:39:13,100.0
D5,2.9e+03,View,4674923,25.0,187.2,0.037,Multimodal,697755.4,1.005,0.206,51,D5,4674923,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:39:54,100.0
D6,2.9e+03,View,1650502,25.0,186.8,0.045,Multimodal,694781.0,1.037,3.149,52,D6,1650502,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:40:36,100.0
D7,3e+03,View,3155795,25.0,485.9,0.056,Multimodal,6503234.1,1.008,3.035,53,D7,3155795,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:41:16,100.0
D8,3e+03,View,1241258,25.0,88.0,0.028,Multimodal,119264.1,1.003,0.839,54,D8,1241258,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:41:57,100.0
D9,3.1e+03,View,1173131,25.0,79.7,0.043,Multimodal,94788.0,1.000,76.334,55,D9,1173131,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:42:38,100.0
D10,3.1e+03,View,1006611,25.0,123.9,0.011,27.0,265873.8,1.000,4.855,56,D10,1006611,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:43:19,100.0
D11,3.1e+03,View,880956,25.0,1.0,0.002,Multimodal,3.1,1.000,1.232,57,D11,880956,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:44:00,100.0
D12,3.2e+03,View,527954,25.0,0.8,0.002,Multimodal,2.0,1.000,0.671,58,D12,527954,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:44:41,100.0
E1,3.2e+03,View,3481208,25.0,254.6,0.308,Multimodal,1434072.6,1.056,29.256,59,E1,435150778,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:45:32,20.0
E2,3.3e+03,View,5862889,25.0,344.1,0.274,Multimodal,2900662.2,1.032,13.807,60,E2,390859150,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:46:26,30.0
E3,3.3e+03,View,4326217,25.0,399.0,0.291,Multimodal,4101184.6,1.086,118.888,61,E3,432621451,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:47:22,25.0
E4 (Incomplete),3.5e+03,View,4189919,25.0,390.9,0.303,Multimodal,3908883.7,1.037,32.749,62,E4,279327884,4,4,0,5.0,Water,1.333,0.89,Aqueous,15:49:26,30.0
E5,3.6e+03,View,5061450,25.0,407.3,0.254,Multimodal,4303739.4,1.051,35.858,63,E5,337429912,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:51:46,30.0
E6,3.7e+03,View,6122930,25.0,378.1,0.241,Multimodal,3616086.3,1.050,26.487,64,E6,188397814,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:52:55,65.0
E7 (Incomplete),3.8e+03,View,2873427,25.0,475.7,0.160,Multimodal,6189599.7,1.041,17.184,65,E7,71835668,3,3,0,5.0,Water,1.333,0.89,Aqueous,15:55:01,80.0
E8 (Incomplete),3.9e+03,View,6557545,25.0,514.6,0.248,Multimodal,7438060.6,1.081,115.368,66,E8,93679231,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:57:22,100.0
E9,4.1e+03,View,4606675,25.0,140.8,0.165,0.0,358378.3,1.042,2628.074,67,E9,4606675,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:59:43,100.0
E10,4.1e+03,View,996434,25.0,7.0,0.002,Multimodal,323.8,1.000,0.294,68,E10,996434,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:00:27,100.0
E11,4.2e+03,View,1245229,25.0,4.4,0.001,Multimodal,109.4,1.000,0.250,69,E11,1245229,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:01:08,100.0
E12,4.2e+03,View,788874,25.0,38.4,0.006,Multimodal,17158.2,1.004,0.346,70,E12,788874,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:01:50,100.0
F1,4.3e+03,View,565506,25.0,0.6,0.008,Multimodal,0.9,1.008,2.510,71,F1,565506,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:02:39,100.0
F2,4.3e+03,View,762393,25.0,37.0,0.003,Multimodal,15711.4,1.001,0.444,72,F2,762393,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:03:19,100.0
F3,4.3e+03,View,651306,25.0,0.6,0.003,Multimodal,1.2,1.000,0.569,73,F3,651306,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:04:01,100.0
F4,4.4e+03,View,968590,25.0,2.0,0.002,Multimodal,16.5,1.000,0.542,74,F4,968590,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:04:40,100.0
F5,4.4e+03,View,2224665,25.0,40.5,0.035,0.0,19436.8,1.000,8.838,75,F5,2224665,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:05:18,100.0
F6,4.5e+03,View,1734264,25.0,0.9,0.002,Multimodal,2.4,1.000,0.093,76,F6,1734264,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:05:57,100.0
F7,4.5e+03,View,974371,25.0,13.0,0.003,Multimodal,1366.1,1.001,1.068,77,F7,974371,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:06:39,100.0
F8,4.5e+03,View,739980,25.0,0.9,0.003,Multimodal,2.9,1.000,0.397,78,F8,739980,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:07:19,100.0
F9,4.6e+03,View,2114856,25.0,28.5,0.005,0.0,8544.5,1.000,0.155,79,F9,2114856,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:08:00,100.0
F10,4.6e+03,View,607056,25.0,1.2,0.003,Multimodal,5.3,1.000,0.566,80,F10,607056,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:08:42,100.0
F11,4.7e+03,View,671153,25.0,1.1,0.003,Multimodal,4.3,1.001,1.691,81,F11,671153,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:09:22,100.0
F12,4.7e+03,View,658129,25.0,8.0,0.006,Multimodal,434.6,1.005,3.229,82,F12,658129,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:10:04,100.0
G1,4.7e+03,View,6255086,25.0,466.1,0.232,Multimodal,5900986.9,1.097,104.711,83,G1,500406785,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:10:51,25.0
G2,4.9e+03,View,3797010,25.0,377.3,0.268,Multimodal,3598709.6,1.034,21.278,84,G2,474626039,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:12:50,20.0
G3 (Incomplete),5e+03,View,4754197,25.0,469.6,0.226,Multimodal,6003785.5,1.040,61.261,85,G3,316946378,4,4,0,5.0,Water,1.333,0.89,Aqueous,16:14:54,30.0
G4 (Incomplete),5.1e+03,View,3362642,25.0,577.9,0.278,Multimodal,9759119.4,1.043,14.642,86,G4,168132071,2,2,0,5.0,Water,1.333,0.89,Aqueous,16:17:21,40.0
G5 (Incomplete),5.3e+03,View,4669071,25.0,491.3,0.275,Multimodal,6672665.6,1.073,74.779,87,G5,190574359,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:19:42,35.0
G6 (Incomplete),5.4e+03,View,4479860,25.0,416.6,0.209,Multimodal,4537448.3,1.029,43.927,88,G6,137841817,2,2,0,5.0,Water,1.333,0.89,Aqueous,16:22:17,65.0
G7,5.6e+03,View,3227970,25.0,241.2,0.167,0.0,1263233.6,1.021,2934.370,89,G7,403496379,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:24:37,10.0
G8 (Incomplete),5.6e+03,View,4350378,25.0,433.3,0.246,Multimodal,4975450.8,1.044,40.363,90,G8,348030141,2,2,0,5.0,Water,1.333,0.89,Aqueous,16:25:39,25.0
G9 (Incomplete),5.8e+03,View,--,--,--,--,--,--,--,--,91,G9,--,1,1,0,5.0,Water,1.333,--,Aqueous,16:28:01,100.0
G10 (Incomplete),5.9e+03,View,5966496,25.0,427.1,0.281,Multimodal,4810060.0,1.041,11.524,92,G10,59664942,3,3,0,5.0,Water,1.333,0.89,Aqueous,16:30:32,100.0
G11 (Incomplete),6.1e+03,View,10437373,25.0,560.5,0.203,Multimodal,9085948.2,1.070,97.790,93,G11,80287488,2,2,0,5.0,Water,1.333,0.89,Aqueous,16:33:04,100.0
G12,6.2e+03,View,4488725,25.0,511.3,0.169,Multimodal,7326894.6,1.050,21.733,94,G12,62343379,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:35:25,100.0
H1,6.3e+03,View,3093596,25.0,507.9,0.258,Multimodal,7214482.4,1.129,45.665,95,H1,3093596,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:36:56,100.0
H2 (Incomplete),6.4e+03,View,--,--,--,--,--,--,--,--,96,H2,--,1,1,0,5.0,Water,1.333,--,Aqueous,16:38:41,100.0
H3 (Incomplete),6.6e+03,View,4948711,25.0,636.8,0.174,Multimodal,12244206.1,1.053,65.851,97,H3,4948711,3,3,0,5.0,Water,1.333,0.89,Aqueous,16:41:16,100.0
H4,6.7e+03,View,3659938,25.0,743.7,0.292,Multimodal,17606935.5,1.119,108.629,98,H4,3659938,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:43:40,100.0
H5,6.8e+03,View,3027446,25.0,305.9,0.261,Multimodal,2202781.9,1.155,97.520,99,H5,3027446,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:44:37,100.0
H6,6.8e+03,View,1280071,25.0,799.5,0.120,Multimodal,20852487.2,1.142,126.976,100,H6,1280071,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:45:33,100.0
H7,6.9e+03,View,722153,25.0,5.4,0.007,Multimodal,174.6,1.000,3.018,101,H7,722153,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:46:21,100.0
H8,6.9e+03,View,684754,25.0,186.2,0.022,Multimodal,689085.0,1.012,1.569,102,H8,684754,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:47:02,100.0
H9,7e+03,View,545330,25.0,9.0,0.005,Multimodal,574.9,1.000,2.968,103,H9,545330,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:47:45,100.0
H10,7e+03,View,620275,25.0,0.9,0.004,Multimodal,2.7,1.001,1.808,104,H10,620275,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:48:27,100.0
H11,7e+03,View,579992,25.0,0.7,0.003,52.7,1.5,1.000,0.738,105,H11,579992,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:49:10,100.0
H12,7.1e+03,View,883630,25.0,57.0,0.042,0.0,43277.5,1.011,15.681,106,H12,883630,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:49:50,100.0
