Item,Time (s),Image,Intensity (Cnt/s),DLS Temp (C),Radius (nm),Amplitude,%PD,Mw-R (kDa),Baseline,SOS,Measurement ID,Well,Normalized Intensity (Cnt/s),Number Acqs,Number Unmarked Acqs,Number Marked Acqs,Acq Time (s),Solvent,Rfr Idx @ 589nm & 20C,Viscosity (cP),Temp Model,Time Stamp,Laser Power (%)
F4,2.5e+03,View,164527,25.0,436.8,0.208,Multimodal,5069870.8,1.043,93.402,64,F4,1645266,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:39:34,10.0
F5,2.5e+03,View,114618,25.0,232.6,0.078,Multimodal,1160876.9,1.014,12.891,65,F5,1146183,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:40:12,10.0
F6,2.5e+03,View,126691,25.0,360.3,0.138,Multimodal,3230849.4,1.042,27.108,66,F6,1266911,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:40:51,10.0
F7,2.6e+03,View,97410,25.0,0.6,0.031,Multimodal,0.8,1.011,550.966,67,F7,974101,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:41:29,10.0
F8,2.6e+03,View,124324,25.0,330.1,0.124,Multimodal,2632601.1,1.082,20.119,68,F8,1243241,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:42:08,10.0
F9,2.7e+03,View,72346,25.0,279.9,0.031,Multimodal,1789241.8,1.005,26.996,69,F9,723463,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:42:46,10.0
F10,2.7e+03,View,60071,25.0,0.5,0.011,Multimodal,0.8,1.003,53.636,70,F10,600707,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:43:25,10.0
F11,2.7e+03,View,66777,25.0,0.7,0.004,Multimodal,1.5,1.000,46.817,71,F11,667773,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:44:03,10.0
F12,2.8e+03,View,53110,25.0,0.8,0.002,Multimodal,2.0,1.005,44.395,72,F12,531095,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:44:42,10.0
G1,2.8e+03,View,91073,25.0,279.1,0.137,Multimodal,1777308.6,1.056,38.356,73,G1,910725,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:45:30,10.0
G2,2.9e+03,View,137712,25.0,531.8,0.155,Multimodal,8032119.8,1.090,28.425,74,G2,1377120,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:46:09,10.0
G3,2.9e+03,View,265083,25.0,375.9,0.076,Multimodal,3567078.9,1.021,4.082,75,G3,2650827,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:46:47,10.0
G4,2.9e+03,View,96322,25.0,374.0,0.133,Multimodal,3524752.8,1.060,41.027,76,G4,963218,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:47:27,10.0
G5,3e+03,View,139189,25.0,375.3,0.151,Multimodal,3553007.6,1.041,31.011,77,G5,1391891,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:48:05,10.0
G6,3e+03,View,119185,25.0,266.3,0.072,Multimodal,1592674.8,1.009,12.243,78,G6,1191849,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:48:43,10.0
G7,3.1e+03,View,215061,25.0,300.5,0.057,Multimodal,2112348.5,1.011,2.755,79,G7,2150609,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:49:21,10.0
G8,3.1e+03,View,112359,25.0,391.9,0.083,Multimodal,3932690.5,1.030,26.901,80,G8,1123587,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:50:00,10.0
G9,3.1e+03,View,83030,25.0,306.6,0.077,Multimodal,2213983.6,1.033,40.207,81,G9,830301,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:50:38,10.0
G10,3.2e+03,View,99491,25.0,249.5,0.093,Multimodal,1367769.9,1.030,26.643,82,G10,994906,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:51:17,10.0
G11,3.2e+03,View,85935,25.0,105.4,0.029,Multimodal,181861.0,1.006,26.629,83,G11,859346,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:51:56,10.0
G12,3.2e+03,View,87664,25.0,359.8,0.097,Multimodal,3220481.5,1.078,42.145,84,G12,876640,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:52:34,10.0
H1,3.3e+03,View,87958,25.0,137.7,0.055,Multimodal,340445.3,1.007,16.287,85,H1,879576,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:53:20,10.0
H2,3.3e+03,View,75929,25.0,192.0,0.054,Multimodal,740513.6,1.008,31.708,86,H2,759292,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:53:58,10.0
H3,3.4e+03,View,86666,25.0,278.3,0.074,Multimodal,1766054.8,1.088,42.770,87,H3,866660,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:54:36,10.0
H4,3.4e+03,View,72302,25.0,139.0,0.034,Multimodal,347921.8,1.015,41.786,88,H4,723021,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:55:15,10.0
H5,3.4e+03,View,105359,25.0,137.3,0.031,Multimodal,338214.2,1.003,15.166,89,H5,1053590,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:55:54,10.0
H6,3.5e+03,View,114551,25.0,117.4,0.032,Multimodal,234266.0,1.012,13.429,90,H6,1145512,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:56:33,10.0
H7,3.5e+03,View,73069,25.0,24.5,0.007,Multimodal,5972.8,1.002,86.584,91,H7,730693,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:57:13,10.0
H8,3.6e+03,View,64809,25.0,1.7,0.014,Multimodal,11.2,1.013,49.393,92,H8,648094,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:57:52,10.0
H9,3.6e+03,View,74772,25.0,0.5,0.012,Multimodal,0.7,1.003,34.922,93,H9,747716,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:58:31,10.0
H10,3.6e+03,View,78302,25.0,1.5,0.008,Multimodal,8.3,1.001,20.355,94,H10,783018,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:59:10,10.0
H11,3.7e+03,View,103210,25.0,0.3,-0.007,29.2,0.2,1.000,26.097,95,H11,1032104,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:59:49,10.0
H12,3.7e+03,View,55862,25.0,--,0.000,--,--,1.000,10000000.000,96,H12,558622,5,5,0,5.0,Water,1.333,0.89,Aqueous,16:00:28,10.0
