Item,Time (s),Image,Intensity (Cnt/s),DLS Temp (C),Radius (nm),Amplitude,%PD,Mw-R (kDa),Baseline,SOS,Measurement ID,Well,Normalized Intensity (Cnt/s),Number Acqs,Number Unmarked Acqs,Number Marked Acqs,Acq Time (s),Solvent,Rfr Idx @ 589nm & 20C,Viscosity (cP),Temp Model,Time Stamp,Laser Power (%)
C2,9.9e+02,View,574247,25.0,233.2,0.006,0.0,1167490.2,1.003,0.927,26,C2,5742469,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:39:22,10.0
C3,1e+03,View,76008,25.0,107.1,0.059,Multimodal,189165.1,1.021,28.232,27,C3,760081,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:40:00,10.0
C4,1.1e+03,View,100732,25.0,274.0,0.087,Multimodal,1702544.8,1.025,39.565,28,C4,1007322,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:40:38,10.0
C5,1.1e+03,View,161107,25.0,1.1,0.016,Multimodal,4.3,1.006,39.159,29,C5,1611070,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:41:17,10.0
C6,1.1e+03,View,220799,25.0,9.1,0.009,Multimodal,595.3,1.001,25.786,30,C6,2207988,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:41:55,10.0
C7,1.2e+03,View,693385,25.0,0.5,0.002,Multimodal,0.8,1.001,1.546,31,C7,6933855,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:42:34,10.0
C8,1.2e+03,View,116931,25.0,65.5,0.015,Multimodal,59909.4,1.001,7.679,32,C8,1169306,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:43:13,10.0
C9,1.3e+03,View,93873,25.0,10.5,0.028,Multimodal,831.7,1.006,186.061,33,C9,938735,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:43:51,10.0
C10,1.3e+03,View,136489,25.0,278.5,0.101,Multimodal,1768275.7,1.043,21.227,34,C10,1364891,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:44:30,10.0
C11,1.3e+03,View,136170,25.0,0.5,0.011,Multimodal,0.7,1.004,21.007,35,C11,1361704,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:45:08,10.0
C12,1.4e+03,View,84069,25.0,33.9,0.038,Multimodal,12849.4,1.015,74.172,36,C12,840685,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:45:47,10.0
D1,1.4e+03,View,69094,25.0,0.4,0.026,Multimodal,0.5,1.014,66.641,37,D1,690937,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:46:33,10.0
D2,1.5e+03,View,234461,25.0,38.7,0.013,Multimodal,17444.2,1.003,3.694,38,D2,2344606,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:47:12,10.0
D3,1.5e+03,View,80483,25.0,--,0.000,--,--,1.000,10000000.000,39,D3,804827,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:47:50,10.0
D4,1.5e+03,View,118947,25.0,0.5,0.010,Multimodal,0.6,1.004,77.393,40,D4,1189469,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:48:29,10.0
D5,1.6e+03,View,154399,25.0,1.0,0.003,Multimodal,3.3,1.001,6.396,41,D5,1543986,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:49:07,10.0
D6,1.6e+03,View,98151,25.0,0.4,0.007,0.0,0.4,1.001,12.354,42,D6,981513,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:49:47,10.0
D7,1.6e+03,View,296434,25.0,28.3,0.007,0.0,8373.9,1.000,1.544,43,D7,2964337,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:50:25,10.0
D8,1.7e+03,View,87748,25.0,0.4,0.019,54.2,0.4,1.002,22.130,44,D8,877479,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:51:03,10.0
D9,1.7e+03,View,119444,25.0,0.7,0.006,30.5,1.3,1.000,11.814,45,D9,1194444,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:51:42,10.0
D10,1.8e+03,View,65556,25.0,0.4,0.021,Multimodal,0.5,1.006,51.503,46,D10,655558,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:52:20,10.0
D11,1.8e+03,View,67347,25.0,--,0.000,--,--,1.000,10000000.000,47,D11,673465,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:52:59,10.0
D12,1.8e+03,View,64531,25.0,--,0.000,--,--,1.000,10000000.000,48,D12,645312,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:53:37,10.0
E1,1.9e+03,View,11328148,25.0,155.5,0.075,28.6,452416.7,1.055,0.377,49,E1,113281478,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:54:24,10.0
E2,1.9e+03,View,11501973,25.0,189.7,0.072,24.3,720069.8,1.033,0.264,50,E2,115019727,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:55:08,10.0
E3,2e+03,View,7134141,25.0,141.5,0.075,30.7,362683.2,1.034,0.283,51,E3,71341406,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:55:47,10.0
E4,2e+03,View,9263256,25.0,142.8,0.063,52.2,370735.0,1.037,1.128,52,E4,92632562,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:56:25,10.0
E5,2e+03,View,7810172,25.0,150.7,0.053,35.3,420441.1,1.027,0.311,53,E5,78101717,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:57:03,10.0
E6,2.1e+03,View,9171103,25.0,140.5,0.067,26.9,356443.2,1.028,0.208,54,E6,91711025,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:58:10,10.0
E7,2.2e+03,View,8175966,25.0,136.6,0.087,28.7,334020.2,1.044,0.337,55,E7,81759660,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:58:49,10.0
E8,2.2e+03,View,5719071,25.0,123.6,0.095,19.9,264259.6,1.051,0.241,56,E8,57190711,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:59:28,10.0
E9,2.2e+03,View,3512828,25.0,92.6,0.089,Multimodal,134387.1,1.035,4.775,57,E9,35128277,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:00:07,10.0
E10,2.3e+03,View,5924748,25.0,110.5,0.082,Multimodal,203320.6,1.048,2.406,58,E10,59247475,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:00:45,10.0
E11,2.3e+03,View,6482327,25.0,155.1,0.079,19.2,449785.9,1.035,1.155,59,E11,64823265,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:01:32,10.0
E12 (Incomplete),2.4e+03,View,--,--,--,--,--,--,--,--,60,E12,--,1,1,0,5.0,Water,1.333,--,Aqueous,13:02:14,4.2
F1,2.4e+03,View,5469054,25.0,127.4,0.126,15.6,283472.8,1.078,0.327,61,F1,54690542,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:02:45,10.0
F2,2.4e+03,View,8018991,25.0,80.1,0.055,Multimodal,95832.2,1.020,4.731,62,F2,80189906,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:03:23,10.0
F3,2.5e+03,View,4807497,25.0,144.0,0.101,21.0,378131.1,1.064,0.388,63,F3,48074973,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:04:01,10.0
F4,2.5e+03,View,5907189,25.0,129.8,0.118,29.2,296171.5,1.082,0.250,64,F4,59071890,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:04:39,10.0
F5,2.5e+03,View,6029073,25.0,131.1,0.118,31.4,303497.2,1.124,0.770,65,F5,60290726,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:05:18,10.0
F6,2.6e+03,View,5557251,25.0,141.9,0.123,21.4,365109.5,1.046,0.453,66,F6,55572514,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:05:56,10.0
F7,2.6e+03,View,1481382,25.0,102.3,0.167,32.1,169929.6,1.062,1.335,67,F7,14813819,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:06:35,10.0
F8,2.7e+03,View,2496670,25.0,109.3,0.119,10.7,198311.6,1.226,0.610,68,F8,24966701,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:07:13,10.0
F9,2.7e+03,View,2512003,25.0,112.8,0.171,13.8,213475.3,1.277,1.864,69,F9,25120033,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:07:53,10.0
F10,2.7e+03,View,1177210,25.0,91.9,0.130,15.3,132158.3,1.223,0.772,70,F10,11772103,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:08:31,10.0
F11,2.8e+03,View,358807,25.0,68.2,0.169,6.9,65682.7,1.088,2.216,71,F11,3588070,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:09:09,10.0
F12,2.8e+03,View,121676,25.0,0.8,0.027,Multimodal,1.9,1.034,81.148,72,F12,1216757,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:09:47,10.0
G1,2.9e+03,View,102372,25.0,335.6,0.216,Multimodal,2735577.9,1.138,112.386,73,G1,1023717,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:10:33,10.0
G2,2.9e+03,View,160972,25.0,153.7,0.030,Multimodal,440208.5,1.012,6.978,74,G2,1609721,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:11:12,10.0
G3,2.9e+03,View,78251,25.0,84.6,0.036,Multimodal,108862.2,1.014,35.868,75,G3,782509,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:11:51,10.0
G4,3e+03,View,115491,25.0,117.6,0.026,Multimodal,235229.8,1.014,10.417,76,G4,1154907,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:12:29,10.0
G5,3e+03,View,138599,25.0,62.8,0.026,Multimodal,54218.7,1.006,16.339,77,G5,1385993,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:13:08,10.0
G6,3e+03,View,102928,25.0,397.0,0.069,Multimodal,4054336.4,1.020,17.102,78,G6,1029281,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:13:46,10.0
G7,3.1e+03,View,110376,25.0,467.0,0.067,Multimodal,5928618.8,1.037,33.228,79,G7,1103755,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:14:25,10.0
G8,3.1e+03,View,86629,25.0,322.9,0.091,Multimodal,2499752.5,1.075,51.087,80,G8,866290,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:15:03,10.0
G9,3.2e+03,View,124801,25.0,175.2,0.046,Multimodal,598034.1,1.027,11.890,81,G9,1248012,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:15:42,10.0
G10,3.2e+03,View,90507,25.0,93.6,0.026,Multimodal,137816.6,1.019,22.415,82,G10,905072,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:16:20,10.0
G11,3.2e+03,View,109610,25.0,0.5,0.011,Multimodal,0.7,1.005,24.454,83,G11,1096102,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:16:58,10.0
G12,3.3e+03,View,83779,25.0,0.3,-0.002,29.2,0.2,1.008,113.769,84,G12,837789,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:17:36,10.0
H1,3.3e+03,View,84986,25.0,0.4,0.011,Multimodal,0.3,1.003,19.846,85,H1,849856,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:18:22,10.0
H2,3.4e+03,View,86680,25.0,42.5,0.016,Multimodal,21754.9,1.012,48.435,86,H2,866802,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:19:00,10.0
H3,3.4e+03,View,122540,25.0,0.5,0.009,0.0,0.6,1.002,5.717,87,H3,1225402,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:19:38,10.0
H4,3.4e+03,View,59029,25.0,0.4,0.022,Multimodal,0.5,1.010,106.088,88,H4,590291,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:20:17,10.0
H5,3.5e+03,View,76669,25.0,272.6,0.028,Multimodal,1681887.9,1.021,28.274,89,H5,766690,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:20:55,10.0
H6,3.5e+03,View,91402,25.0,0.7,0.006,Multimodal,1.3,1.002,20.466,90,H6,914017,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:21:34,10.0
H7,3.6e+03,View,75773,25.0,984.6,0.103,Multimodal,33949968.8,1.069,50.421,91,H7,757733,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:22:12,10.0
H8,3.6e+03,View,75734,25.0,77.2,0.025,Multimodal,87896.5,1.005,28.723,92,H8,757342,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:22:51,10.0
H9,3.6e+03,View,72473,25.0,0.4,0.025,Multimodal,0.5,1.004,216.037,93,H9,724725,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:23:29,10.0
H10,3.7e+03,View,147611,25.0,32.9,0.117,0.0,11969.6,1.002,127.945,94,H10,1476110,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:24:08,10.0
H11,3.7e+03,View,52009,25.0,7622.0,0.157,0.0,4077971426.8,1.099,108.526,95,H11,520094,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:24:46,10.0
H12,3.7e+03,View,64806,25.0,2.7,0.007,Multimodal,34.7,1.001,35.951,96,H12,648057,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:25:24,10.0
