Item,Time (s),Image,Intensity (Cnt/s),DLS Temp (C),Radius (nm),Amplitude,%PD,Mw-R (kDa),Baseline,SOS,Measurement ID,Well,Normalized Intensity (Cnt/s),Number Acqs,Number Unmarked Acqs,Number Marked Acqs,Acq Time (s),Solvent,Rfr Idx @ 589nm & 20C,Viscosity (cP),Temp Model,Time Stamp,Laser Power (%)
D2,1.5e+03,View,74149,25.0,2.8,0.016,Multimodal,38.9,1.016,70.753,38,D2,741489,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:38:19,10.0
D3,1.5e+03,View,47208,25.0,--,0.000,--,--,1.000,10000000.000,39,D3,472075,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:38:57,10.0
D4,1.5e+03,View,64325,25.0,1.5,0.003,Multimodal,8.8,1.002,71.912,40,D4,643247,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:39:35,10.0
D5,1.6e+03,View,120513,25.0,0.5,0.009,Multimodal,0.7,1.001,11.941,41,D5,1205128,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:40:14,10.0
D6,1.6e+03,View,139426,25.0,27.8,0.009,0.0,8054.4,1.001,11.231,42,D6,1394261,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:40:52,10.0
D7,1.7e+03,View,61546,25.0,--,0.000,--,--,1.000,10000000.000,43,D7,615463,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:41:30,10.0
D8,1.7e+03,View,66045,25.0,--,0.000,--,--,1.000,10000000.000,44,D8,660446,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:42:09,10.0
D9,1.7e+03,View,422423,25.0,35.3,0.044,0.0,14049.6,1.000,11.220,45,D9,4224233,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:42:47,10.0
D10,1.8e+03,View,70587,25.0,1.7,0.022,Multimodal,12.2,1.003,97.114,46,D10,705870,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:43:25,10.0
D11,1.8e+03,View,102836,25.0,1.1,0.014,Multimodal,4.6,1.003,57.006,47,D11,1028357,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:44:03,10.0
D12,1.9e+03,View,107498,25.0,219.1,0.025,0.0,1008478.6,0.999,34.226,48,D12,1074980,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:44:41,10.0
E1,1.9e+03,View,86724,25.0,48.7,0.063,54.5,29932.9,1.076,20.535,49,E1,867236,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:45:27,10.0
E2,1.9e+03,View,74828,25.0,0.5,0.028,Multimodal,0.7,1.012,94.262,50,E2,748284,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:46:06,10.0
E3,2e+03,View,361784,25.0,1869.4,0.290,Multimodal,152165969.9,1.677,314.901,51,E3,3617839,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:46:44,10.0
E4,2e+03,View,101164,25.0,32.0,0.021,Multimodal,11158.5,1.001,14.866,52,E4,1011639,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:47:22,10.0
E5,2.1e+03,View,126396,25.0,29.5,0.013,Multimodal,9285.7,1.000,9.277,53,E5,1263956,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:48:01,10.0
E6,2.1e+03,View,77599,25.0,33.7,0.028,Multimodal,12668.9,1.004,23.082,54,E6,775988,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:48:39,10.0
E7,2.1e+03,View,58176,25.0,0.7,0.014,Multimodal,1.5,1.004,94.973,55,E7,581756,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:49:18,10.0
E8,2.2e+03,View,87816,25.0,2.1,0.027,Multimodal,18.1,1.009,112.025,56,E8,878159,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:49:56,10.0
E9,2.2e+03,View,88779,25.0,2.3,0.019,Multimodal,24.7,1.008,49.590,57,E9,887786,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:50:35,10.0
E10,2.2e+03,View,74307,25.0,251.8,0.034,Multimodal,1397399.1,1.010,45.598,58,E10,743070,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:51:13,10.0
E11,2.3e+03,View,189967,25.0,43.9,0.110,Multimodal,23489.1,1.013,406.779,59,E11,1899675,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:51:52,10.0
E12,2.3e+03,View,335936,25.0,287.5,0.282,0.0,1904806.6,0.975,10515.065,60,E12,3359361,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:52:30,10.0
F1,2.4e+03,View,52138,25.0,0.8,0.011,Multimodal,2.1,1.004,52.152,61,F1,521378,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:53:17,10.0
F2,2.4e+03,View,70228,25.0,0.3,-0.004,29.2,0.2,1.001,81.190,62,F2,702276,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:53:56,10.0
F3,2.4e+03,View,72078,25.0,--,0.000,--,--,1.000,10000000.000,63,F3,720784,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:54:34,10.0
F4,2.5e+03,View,53716,25.0,0.6,0.024,Multimodal,1.0,1.005,67.052,64,F4,537161,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:55:13,10.0
F5,2.5e+03,View,65619,25.0,0.7,0.013,Multimodal,1.3,1.001,31.327,65,F5,656186,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:55:51,10.0
F6,2.6e+03,View,77722,25.0,286.1,0.066,Multimodal,1883240.4,1.062,27.743,66,F6,777216,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:56:29,10.0
F7,2.6e+03,View,59130,25.0,0.7,0.009,Multimodal,1.3,1.007,50.588,67,F7,591299,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:57:07,10.0
F8,2.6e+03,View,106897,25.0,368.0,0.062,Multimodal,3393373.7,1.014,22.726,68,F8,1068972,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:57:46,10.0
F9,2.7e+03,View,86295,25.0,0.5,0.005,Multimodal,0.8,1.001,19.828,69,F9,862947,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:58:24,10.0
F10,2.7e+03,View,210123,25.0,4.0,0.002,Multimodal,86.5,1.000,4.102,70,F10,2101229,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:59:03,10.0
F11,2.8e+03,View,94516,25.0,1.6,0.026,Multimodal,10.4,1.005,94.740,71,F11,945156,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:59:41,10.0
F12,2.8e+03,View,75340,25.0,33.7,0.035,0.0,12614.7,1.000,27.675,72,F12,753401,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:00:20,10.0
G1,2.8e+03,View,50138,25.0,0.7,0.009,40.8,1.4,1.002,50.335,73,G1,501380,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:01:06,10.0
G2,2.9e+03,View,50192,25.0,0.5,0.011,Multimodal,0.7,1.010,67.958,74,G2,501922,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:01:44,10.0
G3,2.9e+03,View,62114,25.0,0.3,0.027,49.3,0.2,1.009,59.306,75,G3,621142,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:02:22,10.0
G4,3e+03,View,74593,25.0,28.7,0.026,Multimodal,8644.6,1.074,103.283,76,G4,745929,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:03:01,10.0
G5,3e+03,View,69471,25.0,0.4,0.019,52.5,0.3,1.001,28.362,77,G5,694709,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:03:39,10.0
G6,3e+03,View,71434,25.0,0.6,0.018,Multimodal,1.2,1.008,162.270,78,G6,714339,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:04:17,10.0
G7,3.1e+03,View,66466,25.0,0.3,0.014,42.3,0.2,1.001,23.268,79,G7,664658,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:04:55,10.0
G8,3.1e+03,View,159053,25.0,2.1,0.010,Multimodal,18.1,1.003,17.273,80,G8,1590526,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:05:34,10.0
G9,3.1e+03,View,68222,25.0,0.3,0.034,50.2,0.3,1.003,26.363,81,G9,682215,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:06:12,10.0
G10,3.2e+03,View,68872,25.0,0.5,0.035,Multimodal,0.7,1.009,424.755,82,G10,688719,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:06:51,10.0
G11,3.2e+03,View,136217,25.0,53.5,0.018,0.0,37308.7,1.000,12.658,83,G11,1362167,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:07:29,10.0
G12,3.3e+03,View,124832,25.0,93.0,0.033,Multimodal,135675.7,1.000,52.582,84,G12,1248320,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:08:07,10.0
H1,3.3e+03,View,92227,25.0,0.6,0.015,Multimodal,1.1,1.003,22.271,85,H1,922267,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:08:53,10.0
H2,3.3e+03,View,51951,25.0,0.4,0.023,47.8,0.4,1.001,53.040,86,H2,519510,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:09:32,10.0
H3,3.4e+03,View,49101,25.0,0.3,-0.001,29.2,0.2,1.022,111.266,87,H3,491014,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:10:11,10.0
H4,3.4e+03,View,43374,25.0,--,0.000,--,--,1.000,10000000.000,88,H4,433741,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:10:50,10.0
H5,3.5e+03,View,59973,25.0,0.3,-0.007,29.2,0.2,1.002,56.131,89,H5,599730,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:11:27,10.0
H6,3.5e+03,View,58242,25.0,0.7,0.000,Multimodal,1.5,1.007,76.735,90,H6,582419,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:12:05,10.0
H7,3.5e+03,View,106025,25.0,0.5,0.013,Multimodal,0.6,1.002,52.158,91,H7,1060252,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:12:44,10.0
H8,3.6e+03,View,52659,25.0,--,0.000,--,--,1.000,10000000.000,92,H8,526592,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:13:22,10.0
H9,3.6e+03,View,51599,25.0,--,0.000,--,--,1.000,10000000.000,93,H9,515994,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:14:01,10.0
H10,3.7e+03,View,57421,25.0,0.7,0.015,Multimodal,1.5,1.003,58.787,94,H10,574213,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:14:39,10.0
H11,3.7e+03,View,54541,25.0,0.7,0.014,Multimodal,1.5,1.005,46.138,95,H11,545412,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:15:18,10.0
H12,3.7e+03,View,82905,25.0,43.2,0.047,Multimodal,22600.9,1.006,48.433,96,H12,829045,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:15:56,10.0
