Item,Time (s),Image,Intensity (Cnt/s),DLS Temp (C),Radius (nm),Amplitude,%PD,Mw-R (kDa),Baseline,SOS,Measurement ID,Well,Normalized Intensity (Cnt/s),Number Acqs,Number Unmarked Acqs,Number Marked Acqs,Acq Time (s),Solvent,Rfr Idx @ 589nm & 20C,Viscosity (cP),Temp Model,Time Stamp,Laser Power (%)
A11,3.9e+02,View,1979831,25.0,300.0,1.053,0.0,2104385.1,0.876,153756.955,11,A11,19798310,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:21:41,10.0
A12,4.3e+02,View,833424,25.0,232.1,3.356,0.0,1155022.3,0.872,1264304.488,12,A12,8334237,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:22:20,10.0
B1,4.7e+02,View,80478,25.0,0.6,0.012,Multimodal,1.0,1.034,145.830,13,B1,804782,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:23:05,10.0
B2,5.1e+02,View,81497,25.0,0.5,0.035,Multimodal,0.7,1.007,157.004,14,B2,814974,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:23:44,10.0
B3,5.5e+02,View,81611,25.0,0.4,0.006,Multimodal,0.4,1.001,30.494,15,B3,816112,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:24:23,10.0
B4,5.9e+02,View,130575,25.0,197.5,0.029,0.0,791099.8,0.999,60.168,16,B4,1305751,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:25:02,10.0
B5,6.3e+02,View,116921,25.0,278.4,0.040,0.0,1766252.3,0.997,170.296,17,B5,1169215,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:25:40,10.0
B6,6.6e+02,View,104087,25.0,109.1,0.034,0.0,197269.8,1.002,112.127,18,B6,1040870,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:26:18,10.0
B7,7e+02,View,251062,25.0,22.8,0.013,0.0,5084.6,1.000,4.771,19,B7,2510620,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:26:56,10.0
B8,7.4e+02,View,81374,25.0,28.2,0.031,Multimodal,8338.9,1.000,45.191,20,B8,813742,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:27:35,10.0
B9,7.8e+02,View,86821,25.0,127.1,0.019,9.4,282131.1,0.999,28.025,21,B9,868211,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:28:14,10.0
B10,8.2e+02,View,90873,25.0,0.6,0.004,Multimodal,1.0,0.999,58.610,22,B10,908733,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:28:51,10.0
B11,8.6e+02,View,67370,25.0,0.9,0.002,Multimodal,2.7,0.999,185.585,23,B11,673702,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:29:30,10.0
B12,8.9e+02,View,71270,25.0,0.5,0.016,Multimodal,0.8,1.004,75.167,24,B12,712701,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:30:08,10.0
C1,9.4e+02,View,298363,25.0,90.2,0.058,29.1,126497.6,1.002,26.782,25,C1,2983633,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:30:55,10.0
C2,9.8e+02,View,601174,25.0,52.2,0.012,0.0,35211.7,1.001,0.529,26,C2,6011735,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:31:33,10.0
C3,1e+03,View,175736,25.0,77.9,0.034,Multimodal,89638.0,1.000,27.384,27,C3,1757356,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:32:12,10.0
C4,1.1e+03,View,82719,25.0,28.7,0.038,41.9,8673.0,1.001,24.841,28,C4,827186,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:32:50,10.0
C5,1.1e+03,View,569681,25.0,159.7,0.075,11.1,481585.8,0.997,349.592,29,C5,5696805,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:33:29,10.0
C6,1.1e+03,View,472895,25.0,45.5,0.027,0.0,25449.6,1.000,3.601,30,C6,4728953,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:34:07,10.0
C7,1.2e+03,View,87578,25.0,4.1,0.028,Multimodal,91.4,1.004,75.109,31,C7,875779,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:34:46,10.0
C8,1.2e+03,View,195733,25.0,53.9,0.024,Multimodal,37887.4,1.002,6.103,32,C8,1957335,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:35:25,10.0
C9,1.2e+03,View,793636,25.0,104.8,0.070,50.5,179666.0,1.000,48.593,33,C9,7936360,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:36:03,10.0
C10,1.3e+03,View,250964,25.0,36.6,0.024,Multimodal,15293.9,1.006,2.525,34,C10,2509635,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:36:41,10.0
C11,1.3e+03,View,161110,25.0,48.8,0.064,Multimodal,30066.9,1.003,51.225,35,C11,1611100,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:37:19,10.0
C12,1.4e+03,View,736850,25.0,146.4,0.093,0.0,392491.0,1.005,155.900,36,C12,7368498,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:37:57,10.0
D1,1.4e+03,View,176147,25.0,56.1,0.026,0.0,41582.9,1.001,7.507,37,D1,1761473,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:38:44,10.0
D2,1.4e+03,View,68465,25.0,2.7,0.043,Multimodal,35.1,1.007,256.202,38,D2,684648,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:39:23,10.0
D3,1.5e+03,View,6223126,25.0,242.2,0.071,0.0,1275118.2,0.994,513.715,39,D3,62231263,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:40:01,10.0
D4,1.5e+03,View,1141927,25.0,211.5,0.026,0.0,929170.6,0.999,27.521,40,D4,11419266,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:40:40,10.0
D5,1.6e+03,View,120845,25.0,1.7,0.019,Multimodal,12.3,1.007,50.537,41,D5,1208446,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:41:18,10.0
D6,1.6e+03,View,100755,25.0,0.4,0.017,Multimodal,0.4,1.002,85.273,42,D6,1007551,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:41:57,10.0
D7,1.6e+03,View,177730,25.0,0.6,0.004,Multimodal,1.2,1.001,7.083,43,D7,1777300,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:42:38,10.0
D8,1.7e+03,View,84670,25.0,0.7,0.012,Multimodal,1.4,1.002,25.783,44,D8,846705,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:43:17,10.0
D9,1.7e+03,View,88437,25.0,7.6,0.010,Multimodal,383.5,1.001,21.474,45,D9,884375,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:43:55,10.0
D10,1.8e+03,View,219331,25.0,24.7,0.002,0.0,6115.0,1.000,2.807,46,D10,2193311,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:44:34,10.0
D11,1.8e+03,View,96153,25.0,0.5,0.009,Multimodal,0.8,1.002,28.889,47,D11,961529,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:45:12,10.0
D12,1.8e+03,View,87931,25.0,0.5,0.007,Multimodal,0.8,1.024,35.248,48,D12,879312,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:45:51,10.0
E1,1.9e+03,View,110432,25.0,368.6,0.148,Multimodal,3406560.5,1.064,43.858,49,E1,1104325,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:46:37,10.0
E2,1.9e+03,View,98931,25.0,316.5,0.105,Multimodal,2385781.4,1.030,23.686,50,E2,989313,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:47:16,10.0
E3,2e+03,View,118409,25.0,362.2,0.129,Multimodal,3270333.6,1.040,29.622,51,E3,1184092,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:47:54,10.0
E4,2e+03,View,116349,25.0,166.9,0.057,Multimodal,533558.0,1.011,19.736,52,E4,1163490,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:48:33,10.0
E5,2e+03,View,198587,25.0,231.8,0.085,Multimodal,1151359.9,1.024,19.363,53,E5,1985875,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:49:12,10.0
E6,2.1e+03,View,232799,25.0,175.4,0.071,Multimodal,599424.3,1.007,16.229,54,E6,2327989,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:49:50,10.0
E7,2.1e+03,View,255899,25.0,274.0,0.067,Multimodal,1702479.8,1.008,4.076,55,E7,2558987,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:50:28,10.0
E8,2.2e+03,View,86567,25.0,246.8,0.077,Multimodal,1333055.6,1.027,39.590,56,E8,865669,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:51:06,10.0
E9,2.2e+03,View,94002,25.0,52.1,0.026,Multimodal,35064.0,1.003,25.955,57,E9,940016,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:51:44,10.0
E10,2.2e+03,View,134709,25.0,244.0,0.079,Multimodal,1298066.4,1.016,23.867,58,E10,1347095,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:52:23,10.0
E11,2.3e+03,View,235856,25.0,617.1,0.182,Multimodal,11376464.6,1.184,225.036,59,E11,2358559,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:53:01,10.0
E12,2.3e+03,View,139204,25.0,110.5,0.061,Multimodal,203227.1,1.004,77.800,60,E12,1392042,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:53:40,10.0
F1,2.4e+03,View,76827,25.0,150.9,0.044,Multimodal,421563.5,1.018,32.433,61,F1,768265,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:54:26,10.0
F2,2.4e+03,View,76707,25.0,169.3,0.034,Multimodal,551745.8,1.006,37.789,62,F2,767074,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:55:05,10.0
F3,2.4e+03,View,253459,25.0,95.9,0.012,Multimodal,145932.2,1.001,2.797,63,F3,2534594,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:55:43,10.0
F4,2.5e+03,View,91703,25.0,0.5,0.019,Multimodal,0.7,1.005,245.892,64,F4,917027,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:56:21,10.0
F5,2.5e+03,View,90667,25.0,1.4,0.033,Multimodal,7.3,1.008,121.058,65,F5,906673,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:57:00,10.0
F6,2.5e+03,View,82119,25.0,0.3,0.023,Multimodal,0.2,1.006,105.582,66,F6,821193,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:57:38,10.0
F7,2.6e+03,View,213499,25.0,81.7,0.014,Multimodal,100284.1,1.003,3.394,67,F7,2134992,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:58:17,10.0
F8,2.6e+03,View,72096,25.0,0.6,0.014,Multimodal,1.1,1.002,21.089,68,F8,720957,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:58:55,10.0
F9,2.7e+03,View,91798,25.0,191.9,0.020,Multimodal,739884.6,1.004,24.280,69,F9,917977,5,5,0,5.0,Water,1.333,0.89,Aqueous,11:59:33,10.0
F10,2.7e+03,View,113937,25.0,0.6,0.007,Multimodal,1.1,1.001,23.120,70,F10,1139373,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:00:11,10.0
F11,2.7e+03,View,91058,25.0,212.7,0.077,0.0,940732.9,0.996,531.057,71,F11,910576,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:00:50,10.0
F12,2.8e+03,View,204255,25.0,28.0,0.134,0.0,8183.3,1.000,189.727,72,F12,2042553,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:01:28,10.0
G1,2.8e+03,View,48397,25.0,0.5,0.008,Multimodal,0.5,1.009,58.387,73,G1,483974,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:02:15,10.0
G2,2.9e+03,View,107790,25.0,0.9,0.024,Multimodal,2.9,1.007,67.340,74,G2,1077904,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:02:53,10.0
G3,2.9e+03,View,57622,25.0,0.3,-0.000,29.2,0.2,1.001,50.122,75,G3,576217,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:03:31,10.0
G4,2.9e+03,View,54886,25.0,2.5,0.001,Multimodal,28.0,1.003,162.535,76,G4,548856,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:04:09,10.0
G5,3e+03,View,85036,25.0,28.9,0.012,Multimodal,8846.7,1.003,15.105,77,G5,850358,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:04:47,10.0
G6,3e+03,View,66926,25.0,1.1,0.010,Multimodal,4.6,1.001,30.340,78,G6,669261,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:05:25,10.0
G7,3e+03,View,136630,25.0,0.4,0.009,Multimodal,0.5,1.002,25.338,79,G7,1366304,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:06:03,10.0
G8,3.1e+03,View,102950,25.0,0.5,0.012,Multimodal,0.6,1.008,28.246,80,G8,1029502,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:06:41,10.0
G9,3.1e+03,View,69433,25.0,0.9,0.016,Multimodal,2.4,1.006,73.698,81,G9,694334,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:07:20,10.0
G10,3.2e+03,View,61642,25.0,0.7,0.012,Multimodal,1.4,1.001,41.921,82,G10,616424,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:07:58,10.0
G11,3.2e+03,View,47676,25.0,0.4,0.026,Multimodal,0.4,1.012,100.190,83,G11,476765,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:08:36,10.0
G12,3.2e+03,View,50548,25.0,0.6,0.021,Multimodal,1.0,1.002,44.195,84,G12,505477,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:09:14,10.0
H1,3.3e+03,View,105701,25.0,71.3,0.017,32.6,73002.9,1.026,16.310,85,H1,1057011,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:10:00,10.0
H2,3.3e+03,View,46187,25.0,--,0.000,--,--,1.000,10000000.000,86,H2,461871,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:10:40,10.0
H3,3.4e+03,View,71671,25.0,1.1,0.022,Multimodal,4.3,1.009,74.167,87,H3,716707,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:11:18,10.0
H4,3.4e+03,View,98878,25.0,1.1,0.008,Multimodal,4.0,1.001,21.525,88,H4,988778,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:11:57,10.0
H5,3.4e+03,View,54921,25.0,2.2,0.003,Multimodal,20.8,1.001,66.228,89,H5,549208,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:12:35,10.0
H6,3.5e+03,View,68384,25.0,0.6,0.017,Multimodal,1.1,1.002,41.000,90,H6,683844,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:13:14,10.0
H7,3.5e+03,View,62186,25.0,0.4,0.027,34.6,0.3,1.001,48.076,91,H7,621859,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:13:52,10.0
H8,3.6e+03,View,78291,25.0,0.3,-0.003,29.2,0.2,1.001,71.094,92,H8,782910,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:14:31,10.0
H9,3.6e+03,View,94289,25.0,22.1,0.011,Multimodal,4718.2,1.001,15.749,93,H9,942890,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:15:09,10.0
H10,3.6e+03,View,63140,25.0,--,0.000,--,--,1.000,10000000.000,94,H10,631401,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:15:47,10.0
H11,3.7e+03,View,47045,25.0,--,0.000,--,--,1.000,10000000.000,95,H11,470453,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:16:25,10.0
H12,3.7e+03,View,69744,25.0,119.9,0.053,0.0,246106.8,1.000,154.958,96,H12,697440,5,5,0,5.0,Water,1.333,0.89,Aqueous,12:17:04,10.0
