Item,Time (s),Image,Intensity (Cnt/s),DLS Temp (C),Radius (nm),Amplitude,%PD,Mw-R (kDa),Baseline,SOS,Measurement ID,Well,Normalized Intensity (Cnt/s),Number Acqs,Number Unmarked Acqs,Number Marked Acqs,Acq Time (s),Solvent,Rfr Idx @ 589nm & 20C,Viscosity (cP),Temp Model,Time Stamp,Laser Power (%)
B8,6.90E+02,View,302784,25,1.3,0.002,46.2,5.9,1,1.519,20,B8,3027842,5,5,0,5,Water,1.333,0.89,Aqueous,13:29:00,10
B9,7.20E+02,View,233874,25,0.6,0.003,Multimodal,1.1,1,2.169,21,B9,2338744,5,5,0,5,Water,1.333,0.89,Aqueous,13:29:38,10
B10,7.60E+02,View,94075,25,--,0,--,--,1,10000000,22,B10,940753,5,5,0,5,Water,1.333,0.89,Aqueous,13:30:18,10
B11,8.00E+02,View,73530,25,1.1,0.017,Multimodal,4.6,1.004,84.047,23,B11,735304,5,5,0,5,Water,1.333,0.89,Aqueous,13:30:56,10
B12,8.40E+02,View,55266,25,0.3,-0.003,29.2,0.2,1,67.131,24,B12,552655,5,5,0,5,Water,1.333,0.89,Aqueous,13:31:34,10
C1,8.90E+02,View,17730200,25,178.5,0,0,624228,1,0,25,C1,177301994,5,5,0,5,Water,1.333,0.89,Aqueous,13:32:20,10
C2,3.70E+03,View,268113,24.9,74.1,0.14,52.9,79932.2,1.024,2.392,97,C2,2681126,5,5,0,5,Water,1.333,0.89,Aqueous,14:18:47,10
C3,3.70E+03,View,250645,25,74,0.181,44.5,79461.7,1.018,4.362,98,C3,2506450,5,5,0,5,Water,1.333,0.89,Aqueous,14:19:33,10
C4,3.80E+03,View,403201,25,97.6,0.118,Multimodal,152111.7,1.008,1.85,99,C4,4032007,5,5,0,5,Water,1.333,0.89,Aqueous,14:20:12,10
C5,3.80E+03,View,855871,25.1,99,0.035,17.2,157135.8,1,0.372,100,C5,8558709,5,5,0,5,Water,1.333,0.89,Aqueous,14:20:51,10
C6,1.00E+03,View,7864047,25,170.1,0,0,558253.8,1,0.002,30,C6,78640465,5,5,0,5,Water,1.333,0.89,Aqueous,13:34:25,10
C7,1.00E+03,View,3106567,25,136.7,0.005,22.8,334508.5,1,0.017,31,C7,31065673,5,5,0,5,Water,1.333,0.89,Aqueous,13:35:03,10
C8,1.10E+03,View,4656719,25,226.3,0.002,0,1088455.6,1,0.008,32,C8,46567187,5,5,0,5,Water,1.333,0.89,Aqueous,13:35:41,10
C9,1.10E+03,View,644116,25,116.8,0.048,30.5,231602.3,1.001,0.445,33,C9,6441156,5,5,0,5,Water,1.333,0.89,Aqueous,13:36:19,10
C10,1.20E+03,View,296087,25,130.2,0.077,35.5,298490,1.001,1.925,34,C10,2960868,5,5,0,5,Water,1.333,0.89,Aqueous,13:36:58,10
C11,1.20E+03,View,728946,25,80.3,0.04,17.3,96260.3,1,3.866,35,C11,7289461,5,5,0,5,Water,1.333,0.89,Aqueous,13:37:36,10
C12,1.20E+03,View,180403,25,101.2,0.091,Multimodal,165517.6,1.015,6.397,36,C12,1804029,5,5,0,5,Water,1.333,0.89,Aqueous,13:38:15,10
D1,1.30E+03,View,15807089,25,89.3,0,0,123653.5,1,0.007,37,D1,158070887,5,5,0,5,Water,1.333,0.89,Aqueous,13:39:01,10
D2,3.90E+03,View,101421,25.1,164.2,0.054,Multimodal,513558,1.014,20.149,101,D2,1014215,5,5,0,5,Water,1.333,0.89,Aqueous,14:21:49,10
D3,3.90E+03,View,232219,25.1,173.7,0.032,Multimodal,585919.9,1.005,3.167,102,D3,2322193,5,5,0,5,Water,1.333,0.89,Aqueous,14:22:27,10
D4,3.90E+03,View,146876,25,115.6,0.019,Multimodal,226129.9,1,7.739,103,D4,1468764,5,5,0,5,Water,1.333,0.89,Aqueous,14:23:05,10
D5,4.00E+03,View,276979,25,257.9,0.057,Multimodal,1476925.6,1.004,2.917,104,D5,2769792,5,5,0,5,Water,1.333,0.89,Aqueous,14:23:44,10
D6,1.40E+03,View,3160865,25,0.5,0,Multimodal,0.7,1,0.151,42,D6,31608645,5,5,0,5,Water,1.333,0.89,Aqueous,13:41:05,10
D7,4.80E+03,View,137229,25,0.4,0.014,Multimodal,0.5,1.002,26.027,121,D7,1372288,5,5,0,5,Water,1.333,0.89,Aqueous,14:37:01,10
D8,1.50E+03,View,7059619,25,0.5,0,Multimodal,0.8,1,0.037,44,D8,70596185,5,5,0,5,Water,1.333,0.89,Aqueous,13:43:00,10
D9,1.60E+03,View,796164,25,0.5,0.001,Multimodal,0.6,1,0.335,45,D9,7961639,5,5,0,5,Water,1.333,0.89,Aqueous,13:43:38,10
D10,1.60E+03,View,118698,25,0.5,0.015,Multimodal,0.5,1.001,10.635,46,D10,1186979,5,5,0,5,Water,1.333,0.89,Aqueous,13:44:16,10
D11,1.60E+03,View,87241,25,0.5,0.006,Multimodal,0.6,1.001,24.644,47,D11,872405,5,5,0,5,Water,1.333,0.89,Aqueous,13:44:54,10
D12,1.70E+03,View,80778,25,0.8,0.004,Multimodal,2,1.002,37.339,48,D12,807780,5,5,0,5,Water,1.333,0.89,Aqueous,13:45:33,10
E1,1.70E+03,View,8481437,25,318,0.002,19.4,2411926.4,1,0.004,49,E1,84814367,5,5,0,5,Water,1.333,0.89,Aqueous,13:46:19,10
E2,4.00E+03,View,1304058,25,599.6,0.275,Multimodal,10637062.5,1.202,80.539,105,E2,13040576,5,5,0,5,Water,1.333,0.89,Aqueous,14:24:34,10
E3,4.10E+03,View,672309,25,929.9,0.306,Multimodal,29701396,1.203,177.282,106,E3,6723087,5,5,0,5,Water,1.333,0.89,Aqueous,14:25:12,10
E4,4.10E+03,View,439350,25,740.8,0.277,Multimodal,17444671,1.162,112.579,107,E4,4393502,5,5,0,5,Water,1.333,0.89,Aqueous,14:25:52,10
E5,4.10E+03,View,512610,25,482.3,0.305,Multimodal,6390327.3,1.094,278.266,108,E5,5126100,5,5,0,5,Water,1.333,0.89,Aqueous,14:26:30,10
E6,1.80E+03,View,18464613,25,269.6,0,0,1639595.2,1,0.001,54,E6,184646127,5,5,0,5,Water,1.333,0.89,Aqueous,13:48:23,10
E7,4.80E+03,View,522950,25,435.1,0.131,Multimodal,5022907.3,1.068,29.222,122,E7,5229503,5,5,0,5,Water,1.333,0.89,Aqueous,14:37:51,10
E8,1.90E+03,View,5091125,25,265.3,0.011,39.8,1578949.6,1.001,0.159,56,E8,50911251,5,5,0,5,Water,1.333,0.89,Aqueous,13:49:22,10
E9,1.90E+03,View,1264782,25,334.8,0.044,0,2721560.8,1.003,7.524,57,E9,12647823,5,5,0,5,Water,1.333,0.89,Aqueous,13:50:00,10
E10,2.00E+03,View,505944,25,357.8,0.248,Multimodal,3178100.3,1.044,65.78,58,E10,5059443,5,5,0,5,Water,1.333,0.89,Aqueous,13:50:39,10
E11,2.00E+03,View,189369,25,231.8,0.043,Multimodal,1150434.3,1.001,3.856,59,E11,1893686,5,5,0,5,Water,1.333,0.89,Aqueous,13:51:18,10
E12,2.10E+03,View,338851,25,821.5,0.56,Multimodal,22222382.2,1.576,567.427,60,E12,3388511,5,5,0,5,Water,1.333,0.89,Aqueous,13:51:57,10
F1,4.20E+03,View,118352,25,663.1,0.301,Multimodal,13463585.5,1.273,209.309,109,F1,1183525,5,5,0,5,Water,1.333,0.89,Aqueous,14:27:24,10
F2,4.20E+03,View,349414,25,540.7,0.6,Multimodal,8351722,1.483,831.809,110,F2,3494142,5,5,0,5,Water,1.333,0.89,Aqueous,14:28:03,10
F3,4.30E+03,View,585719,25,1026.6,0.347,Multimodal,37432450.8,1.218,271.545,111,F3,5857191,5,5,0,5,Water,1.333,0.89,Aqueous,14:28:41,10
F4,4.30E+03,View,195341,25,289.2,0.126,Multimodal,1930773.8,1.029,18.347,112,F4,1953413,5,5,0,5,Water,1.333,0.89,Aqueous,14:29:19,10
F5,4.30E+03,View,255257,25,411,0.067,Multimodal,4396471.9,1.025,15.121,113,F5,2552571,5,5,0,5,Water,1.333,0.89,Aqueous,14:29:57,10
F6,4.40E+03,View,273537,25,401.2,0.199,Multimodal,4154833.9,1.057,249.335,114,F6,2735371,5,5,0,5,Water,1.333,0.89,Aqueous,14:30:35,10
F7,2.30E+03,View,3490224,25,0.5,0,Multimodal,0.6,1,0.092,67,F7,34902235,5,5,0,5,Water,1.333,0.89,Aqueous,13:55:48,10
F8,2.30E+03,View,1106850,25,291.8,0.005,Multimodal,1971779,1.001,0.176,68,F8,11068497,5,5,0,5,Water,1.333,0.89,Aqueous,13:56:26,10
F9,2.40E+03,View,308995,25,0.5,0.002,Multimodal,0.6,1.001,4.286,69,F9,3089948,5,5,0,5,Water,1.333,0.89,Aqueous,13:57:05,10
F10,2.40E+03,View,214176,25,0.7,0.001,Multimodal,1.6,1,18.497,70,F10,2141764,5,5,0,5,Water,1.333,0.89,Aqueous,13:57:43,10
F11,2.40E+03,View,94920,25,--,0,--,--,1,10000000,71,F11,949201,5,5,0,5,Water,1.333,0.89,Aqueous,13:58:22,10
F12,2.50E+03,View,99282,25,0.3,-0.008,29.2,0.2,1,22.92,72,F12,992818,5,5,0,5,Water,1.333,0.89,Aqueous,13:59:01,10
G1,2.50E+03,View,19035831,25,0.3,0,16.5,0.2,1,0.005,73,G1,190358309,5,5,0,5,Water,1.333,0.89,Aqueous,13:59:46,10
G2,2.60E+03,View,10212967,25,362.8,0,0,3283159.9,1,0.001,74,G2,102129673,5,5,0,5,Water,1.333,0.89,Aqueous,14:00:25,10
G3,4.50E+03,View,153104,25,456.3,0.246,Multimodal,5614767.5,1.157,56.671,115,G3,1531038,5,5,0,5,Water,1.333,0.89,Aqueous,14:32:30,10
G4,4.50E+03,View,479896,25,295.7,0.028,35.4,2033964.2,1.001,1.123,116,G4,4798962,5,5,0,5,Water,1.333,0.89,Aqueous,14:33:08,10
G5,4.60E+03,View,123441,25,295.2,0.106,Multimodal,2026250.7,1.029,36.875,117,G5,1234408,5,5,0,5,Water,1.333,0.89,Aqueous,14:33:47,10
G6,2.70E+03,View,4849014,25,363.1,0.003,0,3290059.1,1,0.005,78,G6,48490144,5,5,0,5,Water,1.333,0.89,Aqueous,14:02:11,10
G7,2.70E+03,View,607384,25,270.6,0.017,44.9,1653732.9,1.001,0.533,79,G7,6073842,5,5,0,5,Water,1.333,0.89,Aqueous,14:02:50,10
G8,2.80E+03,View,267415,25,276.3,0.043,52.1,1736503.3,1.018,3.618,80,G8,2674148,5,5,0,5,Water,1.333,0.89,Aqueous,14:03:28,10
G9,2.80E+03,View,2293856,25,67.2,0.008,Multimodal,63565.5,1,0.242,81,G9,22938557,5,5,0,5,Water,1.333,0.89,Aqueous,14:04:07,10
G10,2.80E+03,View,182691,25,146.7,0.044,Multimodal,394808,1.024,24.417,82,G10,1826912,5,5,0,5,Water,1.333,0.89,Aqueous,14:04:46,10
G11,2.90E+03,View,169771,25,187.2,0.03,Multimodal,698135.4,1.017,6.692,83,G11,1697709,5,5,0,5,Water,1.333,0.89,Aqueous,14:05:24,10
G12,2.90E+03,View,329487,25,114.5,0.024,Multimodal,220873.2,1.004,1.968,84,G12,3294874,5,5,0,5,Water,1.333,0.89,Aqueous,14:06:03,10
H1,3.00E+03,View,896580,25,207.9,0.01,28.3,892337.6,1,0.344,85,H1,8965800,5,5,0,5,Water,1.333,0.89,Aqueous,14:06:48,10
H2,3.00E+03,View,693993,25,167.8,0.007,51.9,540643,1,0.431,86,H2,6939927,5,5,0,5,Water,1.333,0.89,Aqueous,14:07:28,10
H3,3.00E+03,View,1636667,25,0.6,0.001,Multimodal,1,1,0.424,87,H3,16366671,5,5,0,5,Water,1.333,0.89,Aqueous,14:08:06,10
H4,3.10E+03,View,1355977,25,144.9,0.003,28.9,383291.2,1,0.072,88,H4,13559771,5,5,0,5,Water,1.333,0.89,Aqueous,14:08:45,10
H5,3.10E+03,View,1158003,25,137.7,0.005,35.4,340439.5,1,0.119,89,H5,11580026,5,5,0,5,Water,1.333,0.89,Aqueous,14:09:23,10
H6,3.10E+03,View,406287,25,103.8,0.006,52.7,175489.4,1,0.724,90,H6,4062871,5,5,0,5,Water,1.333,0.89,Aqueous,14:10:01,10
H7,3.20E+03,View,245019,25,160.2,0.012,36.8,484550,1.001,2.475,91,H7,2450188,5,5,0,5,Water,1.333,0.89,Aqueous,14:10:39,10
H8,3.20E+03,View,75324,25,0.3,-0.009,29.2,0.2,1,63.564,92,H8,753240,5,5,0,5,Water,1.333,0.89,Aqueous,14:11:18,10
H9,3.30E+03,View,106904,25,0.6,0.008,Multimodal,0.9,1,13.505,93,H9,1069039,5,5,0,5,Water,1.333,0.89,Aqueous,14:11:56,10
H10,3.30E+03,View,63702,25,--,0,--,--,1,10000000,94,H10,637020,5,5,0,5,Water,1.333,0.89,Aqueous,14:12:34,10
H11,3.30E+03,View,69872,25,73.1,0.026,Multimodal,77306.8,1.016,61.648,95,H11,698723,5,5,0,5,Water,1.333,0.89,Aqueous,14:13:12,10
H12,3.40E+03,View,65571,25,0.5,0.011,Multimodal,0.6,1.016,42.293,96,H12,655710,5,5,0,5,Water,1.333,0.89,Aqueous,14:13:52,10
