Item,Time (s),Image,Intensity (Cnt/s),DLS Temp (C),Radius (nm),Amplitude,%PD,Mw-R (kDa),Baseline,SOS,Measurement ID,Well,Normalized Intensity (Cnt/s),Number Acqs,Number Unmarked Acqs,Number Marked Acqs,Acq Time (s),Solvent,Rfr Idx @ 589nm & 20C,Viscosity (cP),Temp Model,Time Stamp,Laser Power (%)
B1,4.7e+02,View,77657,25.0,0.7,0.020,Multimodal,1.7,1.004,70.016,13,B1,776571,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:01:45,10.0
B2,5.1e+02,View,64834,25.0,0.5,0.024,Multimodal,0.6,1.053,119.084,14,B2,648343,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:02:24,10.0
B3,5.5e+02,View,133626,25.0,197.0,0.021,Multimodal,786248.4,1.162,12.151,15,B3,1336262,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:03:02,10.0
B4,5.9e+02,View,123049,25.0,3.0,0.007,Multimodal,45.4,1.001,12.283,16,B4,1230489,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:03:42,10.0
B5,6.2e+02,View,130867,25.0,0.3,0.013,40.8,0.2,1.001,10.820,17,B5,1308670,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:04:20,10.0
B6,6.6e+02,View,79659,25.0,0.3,-0.003,29.2,0.2,1.000,40.651,18,B6,796587,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:04:59,10.0
B7,7e+02,View,138891,25.0,26.2,0.019,0.0,6982.0,1.000,8.246,19,B7,1388914,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:05:37,10.0
B8,7.4e+02,View,209102,25.0,273.7,0.083,0.0,1697406.3,0.994,656.390,20,B8,2091023,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:06:16,10.0
B9,7.8e+02,View,602815,25.0,271.2,0.098,0.0,1662190.2,0.987,1731.052,21,B9,6028149,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:06:54,10.0
B10,8.2e+02,View,1180223,25.0,298.4,0.143,0.0,2078142.4,0.986,2415.761,22,B10,11802231,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:07:32,10.0
B11,8.5e+02,View,139438,25.0,84.4,0.064,Multimodal,108326.5,0.999,177.538,23,B11,1394379,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:08:10,10.0
B12,8.9e+02,View,66035,25.0,10.6,0.005,Multimodal,845.5,1.000,66.121,24,B12,660352,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:08:48,10.0
C1,9.4e+02,View,460465,25.0,55.1,0.113,32.8,39952.2,1.021,1.407,25,C1,4604647,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:09:35,10.0
C2,9.8e+02,View,264764,25.0,61.2,0.131,45.2,51015.3,1.020,3.348,26,C2,2647642,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:10:13,10.0
C3,1e+03,View,291322,25.0,61.7,0.132,39.9,51917.0,1.011,2.317,27,C3,2913218,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:10:52,10.0
C4,1.1e+03,View,228943,25.0,55.7,0.103,41.9,40858.2,1.004,4.473,28,C4,2289431,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:11:30,10.0
C5,1.1e+03,View,1734024,25.0,322.8,0.085,Multimodal,2497611.2,0.997,413.232,29,C5,17340241,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:12:09,10.0
C6,1.1e+03,View,836252,25.0,78.0,0.032,Multimodal,90138.5,1.000,27.943,30,C6,8362521,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:12:48,10.0
C7,1.2e+03,View,310425,25.0,32.0,0.121,0.0,11197.7,1.004,24.984,31,C7,3104250,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:13:25,10.0
C8,1.2e+03,View,2640302,25.0,94.2,0.009,Multimodal,140029.0,1.000,1.654,32,C8,26403020,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:14:03,10.0
C9,1.2e+03,View,2829576,25.0,168.4,0.013,Multimodal,545182.1,1.000,4.773,33,C9,28295757,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:14:43,10.0
C10,1.3e+03,View,251456,25.0,79.7,0.068,50.2,94546.8,1.001,3.389,34,C10,2514560,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:15:22,10.0
C11,1.3e+03,View,322773,25.0,88.0,0.056,Multimodal,119235.9,1.001,6.640,35,C11,3227728,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:16:01,10.0
C12,1.4e+03,View,239710,25.0,80.9,0.110,Multimodal,98173.6,1.020,22.766,36,C12,2397098,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:16:39,10.0
D1,1.4e+03,View,104812,25.0,139.8,0.061,Multimodal,352677.5,1.017,16.351,37,D1,1048121,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:17:26,10.0
D2,1.4e+03,View,103257,25.0,129.2,0.050,Multimodal,293405.4,1.010,20.020,38,D2,1032569,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:18:05,10.0
D3,1.5e+03,View,124077,25.0,156.8,0.050,Multimodal,461267.3,1.002,12.646,39,D3,1240772,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:18:43,10.0
D4,1.5e+03,View,114536,25.0,153.8,0.040,Multimodal,440515.3,1.004,10.864,40,D4,1145362,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:19:21,10.0
D5,1.6e+03,View,127479,25.0,100.5,0.035,Multimodal,163058.7,1.002,21.260,41,D5,1274790,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:19:59,10.0
D6,1.6e+03,View,163391,25.0,0.7,0.010,Multimodal,1.3,1.003,22.886,42,D6,1633908,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:20:38,10.0
D7,1.6e+03,View,168325,25.0,3.8,0.008,Multimodal,74.4,1.000,26.479,43,D7,1683255,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:21:17,10.0
D8,1.7e+03,View,176349,25.0,22.1,0.006,Multimodal,4715.5,1.000,5.113,44,D8,1763490,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:22:18,10.0
D9,1.8e+03,View,386940,25.0,92.0,0.140,Multimodal,132598.1,0.996,611.911,45,D9,3869400,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:23:07,10.0
D10,1.8e+03,View,1192318,25.0,272.3,0.189,0.0,1677160.6,0.975,6193.629,46,D10,11923176,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:23:46,10.0
D11,1.8e+03,View,241251,25.0,134.9,0.033,0.0,324329.9,1.003,116.384,47,D11,2412512,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:24:25,10.0
D12,1.9e+03,View,109272,25.0,1.5,0.002,Multimodal,8.1,1.000,34.770,48,D12,1092715,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:25:04,10.0
E1,1.9e+03,View,586559,25.0,512.9,0.401,Multimodal,7382099.1,1.272,506.528,49,E1,5865591,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:25:51,10.0
E2,2e+03,View,1001284,25.0,476.5,0.439,Multimodal,6214100.1,1.157,261.507,50,E2,10012839,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:26:29,10.0
E3,2e+03,View,399896,25.0,482.2,0.276,Multimodal,6389608.0,1.112,124.141,51,E3,3998958,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:27:08,10.0
E4,2e+03,View,785817,25.0,289.2,0.187,Multimodal,1931205.4,1.057,71.981,52,E4,7858168,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:27:57,10.0
E5,2.1e+03,View,1608948,25.0,215.4,0.030,Multimodal,969576.9,1.011,1.490,53,E5,16089475,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:29:01,10.0
E6,2.2e+03,View,863655,25.0,464.8,0.301,Multimodal,5861333.9,1.113,248.601,54,E6,8636548,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:30:09,10.0
E7,2.2e+03,View,690380,25.0,357.0,0.180,Multimodal,3161319.6,1.037,28.694,55,E7,6903797,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:30:52,10.0
E8,2.3e+03,View,545844,25.0,424.4,0.208,Multimodal,4739448.0,1.057,55.006,56,E8,5458436,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:31:30,10.0
E9,2.3e+03,View,353643,25.0,537.1,0.188,Multimodal,8222754.8,1.055,33.151,57,E9,3536430,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:32:09,10.0
E10,2.3e+03,View,286877,25.0,645.1,0.268,Multimodal,12621161.0,1.168,75.136,58,E10,2868775,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:32:47,10.0
E11,2.4e+03,View,739874,25.0,1012.5,0.134,Multimodal,36242017.5,1.066,29.102,59,E11,7398737,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:33:25,10.0
E12,2.4e+03,View,354467,25.0,442.1,0.309,Multimodal,5214037.7,1.134,64.071,60,E12,3544673,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:34:03,10.0
F1,2.5e+03,View,470903,25.0,373.2,0.336,Multimodal,3506774.3,1.192,192.574,61,F1,4709025,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:34:50,10.0
F2,2.5e+03,View,301470,25.0,723.1,0.391,Multimodal,16486988.6,1.229,453.956,62,F2,3014705,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:35:28,10.0
F3,2.5e+03,View,321263,25.0,412.2,0.106,Multimodal,4426264.9,1.042,7.004,63,F3,3212627,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:36:06,10.0
F4,2.6e+03,View,131228,25.0,59.8,0.033,Multimodal,48268.2,1.014,71.351,64,F4,1312281,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:36:44,10.0
F5,2.6e+03,View,134872,25.0,265.1,0.093,Multimodal,1575388.9,1.021,14.790,65,F5,1348723,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:37:22,10.0
F6,2.6e+03,View,169246,25.0,214.6,0.049,Multimodal,960538.3,1.008,11.311,66,F6,1692460,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:38:00,10.0
F7,2.7e+03,View,311433,25.0,763.6,0.112,Multimodal,18731527.1,1.042,45.239,67,F7,3114328,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:38:39,10.0
F8,2.7e+03,View,170539,25.0,2305.9,0.145,Multimodal,248629482.9,1.063,9.710,68,F8,1705394,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:39:17,10.0
F9,2.8e+03,View,80324,25.0,0.7,0.005,Multimodal,1.5,1.003,57.412,69,F9,803239,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:39:56,10.0
F10,2.8e+03,View,70338,25.0,0.3,-0.011,29.2,0.2,1.001,69.034,70,F10,703377,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:40:34,10.0
F11,2.8e+03,View,68441,25.0,--,0.000,--,--,1.000,10000000.000,71,F11,684413,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:41:13,10.0
F12,2.9e+03,View,199534,25.0,244.9,0.060,0.0,1308529.8,0.998,101.876,72,F12,1995337,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:41:51,10.0
G1,2.9e+03,View,106557,25.0,486.2,0.208,Multimodal,6513184.7,1.106,115.849,73,G1,1065568,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:42:37,10.0
G2,3e+03,View,162597,25.0,401.7,0.106,Multimodal,4167505.8,1.046,21.471,74,G2,1625967,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:43:15,10.0
G3,3e+03,View,110175,25.0,326.1,0.070,Multimodal,2558076.0,1.043,53.943,75,G3,1101747,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:43:54,10.0
G4,3e+03,View,123644,25.0,484.8,0.102,Multimodal,6468493.8,1.048,30.245,76,G4,1236437,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:44:33,10.0
G5,3.1e+03,View,143187,25.0,372.9,0.075,Multimodal,3501241.4,1.033,18.755,77,G5,1431871,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:45:11,10.0
G6,3.1e+03,View,142529,25.0,410.1,0.078,Multimodal,4373058.5,1.026,21.616,78,G6,1425291,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:45:50,10.0
G7,3.2e+03,View,600076,25.0,94.5,0.015,Multimodal,140913.0,1.002,0.671,79,G7,6000757,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:46:28,10.0
G8,3.2e+03,View,530279,25.0,40.3,0.025,0.0,19153.9,1.001,3.371,80,G8,5302792,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:47:06,10.0
G9,3.2e+03,View,113048,25.0,246.7,0.069,Multimodal,1331496.3,1.020,14.317,81,G9,1130476,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:47:44,10.0
G10,3.3e+03,View,135476,25.0,209.8,0.041,Multimodal,911911.5,1.013,14.864,82,G10,1354759,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:48:23,10.0
G11,3.3e+03,View,89998,25.0,244.5,0.088,Multimodal,1303849.1,1.054,30.593,83,G11,899975,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:49:01,10.0
G12,3.3e+03,View,96504,25.0,220.6,0.065,Multimodal,1025255.8,1.029,18.103,84,G12,965043,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:49:40,10.0
H1,3.4e+03,View,64510,25.0,0.4,0.028,Multimodal,0.4,1.008,166.867,85,H1,645101,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:50:26,10.0
H2,3.4e+03,View,135673,25.0,190.2,0.014,Multimodal,724433.4,1.003,6.972,86,H2,1356733,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:51:05,10.0
H3,3.5e+03,View,262575,25.0,47.8,0.031,0.0,28649.9,1.000,6.115,87,H3,2625750,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:51:43,10.0
H4,3.5e+03,View,80968,25.0,137.4,0.023,Multimodal,338373.5,1.007,22.559,88,H4,809676,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:52:22,10.0
H5,3.5e+03,View,74542,25.0,328.7,0.023,0.0,2606327.6,1.012,31.533,89,H5,745422,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:53:00,10.0
H6,3.6e+03,View,97358,25.0,28.1,0.014,Multimodal,8249.4,1.004,37.071,90,H6,973580,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:53:39,10.0
H7,3.6e+03,View,73349,25.0,21.9,0.015,Multimodal,4597.6,1.003,26.562,91,H7,733495,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:54:18,10.0
H8,3.7e+03,View,73002,25.0,0.8,0.006,Multimodal,1.7,1.003,223.122,92,H8,730019,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:54:56,10.0
H9,3.7e+03,View,70118,25.0,123.8,0.007,56.9,265530.4,1.008,55.606,93,H9,701185,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:55:35,10.0
H10,3.7e+03,View,91768,25.0,0.5,0.009,Multimodal,0.6,1.002,17.559,94,H10,917681,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:56:13,10.0
H11,3.8e+03,View,68994,25.0,0.4,0.031,Multimodal,0.4,1.007,194.066,95,H11,689943,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:56:52,10.0
H12,3.8e+03,View,57225,25.0,--,0.000,--,--,1.000,10000000.000,96,H12,572251,5,5,0,5.0,Water,1.333,0.89,Aqueous,13:57:30,10.0
